cip_year,source_page,department,project_name,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2026,year_2027,project_total,start_year,end_year
2025,35,City Facilities,IT Security Equipment,Technology,Other GO CIP - Debt,Citywide,Ongoing,400000,400000,0,400000,400000,1200000,2026,2027
2025,35,City Facilities,IT Security Equipment 1/5 Annual Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,400000,400000,0,0,0,400000,,
2025,35,City Facilities,Kalita Humphreys Theater,Cultural Facilities,2024 Bonds,14,Ongoing,0,0,0,0,0,0,,
2025,35,City Facilities,Kleberg-Rylie Library,Library Facilities,2024 Bonds,8,08/2026,262000,218810,43190,0,0,262000,,
2025,35,City Facilities,Lakewood Library,Library Facilities,2024 Bonds,14,08/2026,262000,215797,46203,0,0,262000,,
2025,36,City Facilities,Laptop/Desktop 1/4 Annual Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,2866685,15013,2851672,0,0,2866685,,
2025,36,City Facilities,Laptop/Desktop Annual Replacement,Technology,Other GO CIP - Debt,Citywide,Ongoing,2250000,2250000,0,2250000,2250000,6750000,2026,2027
2025,36,City Facilities,Latino Cultural Center,Cultural Facilities,Other Gifts and Donations,14,Ongoing,97117,97117,0,0,0,97117,,
2025,36,City Facilities,Latino Cultural Center,Cultural Facilities,2024 Bonds,14,Ongoing,0,0,0,4033356,0,4033356,2026,2026
2025,36,City Facilities,Library - 2024 Bond Projects Reserve,Library Facilities,2024 Bonds,Citywide,Ongoing,256824,256824,0,0,0,256824,,
2025,36,City Facilities,Library Signage - CDSF Project- CD4 (Prop D),Library Facilities,2024 Bonds,4,Ongoing,30000,29069,932,0,0,30000,,
2025,36,City Facilities,Majestic Theatre,Cultural Facilities,2024 Bonds,14,Ongoing,0,0,0,0,727581,727581,2027,2027
2025,36,City Facilities,Major Maintenance and Repairs FY22,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,8934348,1028801,7905547,0,0,8934348,,
2025,36,City Facilities,Major Maintenance and Repairs FY23,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,8370000,1343966,7026034,0,0,8370000,,
2025,36,City Facilities,Major Maintenance and Repairs FY24,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,9000000,400052,8599948,0,0,9000000,,
2025,36,City Facilities,Major Maintenance and Repairs FY25,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,11000000,11000000,0,0,0,11000000,,
2025,36,City Facilities,Major Maintenance Projects-Arts and Cultural Facilities,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,2400000,99967,2300033,0,0,2400000,,
2025,36,City Facilities,Martin Luther King Jr. Library Building C,Library Facilities,2024 Bonds,7,08/2026,262000,217402,44598,0,0,262000,,
2025,36,City Facilities,Master Lease Additional Purchases,Fleet/ Equipment Replacement,Internal Service Fund Capital,Citywide,Ongoing,476614,264098,212516,0,0,476614,,
2025,37,City Facilities,MDT and RNCs (refresh),Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,4336377,25031,4311346,0,0,4336377,,
2025,37,City Facilities,Meyerson Maintenance Support,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,3541269,850651,2690618,0,0,3541269,,
2025,37,City Facilities,Meyerson Symphony Center,Cultural Facilities,2024 Bonds,14,Ongoing,4500000,4497083,2917,0,2818996,7318996,2027,2027
2025,37,City Facilities,Miramar Hotel- 1950 Fort Worth Ave,Homeless Housing Services,2017 Bonds,1,Ongoing,2373941,0,2373941,0,0,2373941,,
2025,37,City Facilities,Moody Performance Hall,Cultural Facilities,2024 Bonds,14,Ongoing,0,0,0,0,230898,230898,2027,2027
2025,37,City Facilities,Mountain Creek Library,Library Facilities,2024 Bonds,3,08/2026,262000,220050,41950,0,0,262000,,
2025,37,City Facilities,NE Patrol Station,Police Facilities,2017 Bonds,10,04/2025,812274,561571,250703,0,0,812274,,
2025,37,City Facilities,Non-City Owned Cultural Facility Repair,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,600000,200000,400000,0,0,600000,,
2025,37,City Facilities,North Central Patrol - HVAC,Police Facilities,2024 Bonds,12,Ongoing,0,0,0,0,16478,16478,2027,2027
2025,37,City Facilities,North Central Patrol - Interior Upgrades,Police Facilities,2024 Bonds,12,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,37,City Facilities,North Central Patrol - Kitchen,Police Facilities,2024 Bonds,12,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,37,City Facilities,North Oak Cliff Replacement - 338 W. 10th St.,Library Facilities,2024 Bonds,1,Ongoing,1120,-491,1611,0,0,1120,,
2025,37,City Facilities,Northeast Patrol - Chiller,Police Facilities,2024 Bonds,10,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,37,City Facilities,Northeast Patrol - Showers,Police Facilities,2024 Bonds,10,Ongoing,0,0,0,0,1000,1000,2027,2027
2025,37,City Facilities,Oak Cliff Cultural Center,Cultural Facilities,2024 Bonds,1,08/2026,450000,390526,59474,0,0,450000,,
2025,37,City Facilities,Oak Lawn Library,Library Facilities,2024 Bonds,14,08/2026,262000,218867,43133,0,0,262000,,
2025,37,City Facilities,Oncor Energy Efficiency Program,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,194500,194500,0,0,0,194500,,
2025,37,City Facilities,P25 Radio Project,Technology,Other GO CIP - Non-Debt,Citywide,Ongoing,924360,75653,848707,0,0,924360,,
2025,38,City Facilities,Park Forest Replacement - 3728 High Vista Dr.,Library Facilities,2024 Bonds,13,12/2028,835,-60,895,0,16182500,16183335,2027,2027
2025,38,City Facilities,Permanent Supportive Housing Projects (Prop I),Homeless Housing Services,2024 Bonds,Citywide,Ongoing,2000000,2000000,0,4700000,0,6700000,2026,2026
2025,38,City Facilities,Polk Wis.Asb.Abate.B uildba,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,142153,15313,126840,0,0,142153,,
2025,38,City Facilities,Preston Royal Branch Library - Renovation,Library Facilities,2006 Bonds,13,09/2027,3830000,3812360,17640,0,0,3830000,,
2025,38,City Facilities,Preston Royal Branch Library Renovation - 5626 Royal Ln. (Match),Library Facilities,2024 Bonds,13,10/2027,799065,788686,10379,8135100,0,8934165,2026,2026
2025,38,City Facilities,Priority Major Maintenance,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,9242331,507302,8735029,0,0,9242331,,
2025,38,City Facilities,Public Art Admin - Economic Development,Public Art,2006 Bonds,Citywide,09/2026,25551,25551,0,0,0,25551,,
2025,38,City Facilities,Public Art Admin - Flood Protection and,Public Art,2006 Bonds,Citywide,09/2026,195265,195265,0,0,0,195265,,
2025,38,City Facilities,Public Art Admin - Library Facilities,Public Art,2024 Bonds,Citywide,Ongoing,20967,20967,0,0,0,20967,,
2025,38,City Facilities,Public Art Admin - Public Safety Facilities,Public Art,2024 Bonds,Citywide,Ongoing,115800,115800,0,0,0,115800,,
2025,38,City Facilities,Public Art Admin - Streets and Transport,Public Art,2006 Bonds,Citywide,09/2026,42431,14815,27616,0,0,42431,,
2025,38,City Facilities,Public Art Admin- Cultral Art,Public Art,2003 Bonds,Citywide,Ongoing,5473,5473,0,0,0,5473,,
2025,38,City Facilities,Public Art Admin- Economic,Public Art,2003 Bonds,Citywide,Ongoing,3300,3300,0,0,0,3300,,
2025,38,City Facilities,Public Art Admin- Flood,Public Art,2003 Bonds,Citywide,09/2026,7385,7385,0,0,0,7385,,
2025,38,City Facilities,Public Art Administration - Court Facilities,Public Art,2006 Bonds,Citywide,09/2029,3039,3039,0,0,0,3039,,
2025,39,City Facilities,Public Art Administration - Farmers Market,Public Art,2006 Bonds,Citywide,09/2029,2158,2158,0,0,0,2158,,
2025,39,City Facilities,Public Art Administration- Public Works,Public Art,2017 Bonds,13,12/2028,178445,113834,64611,0,0,178445,,
2025,39,City Facilities,Public Art Admin- SpecStreets,Public Art,2003 Bonds,Citywide,Ongoing,35546,35546,0,0,0,35546,,
2025,39,City Facilities,Public Art Proj- Economic,Public Art,2003 Bonds,Citywide,Ongoing,31200,31200,0,0,0,31200,,
2025,39,City Facilities,Public Art Projects - Economic Developme,Public Art,2006 Bonds,Citywide,09/2026,106593,106593,0,0,0,106593,,
2025,39,City Facilities,Public Art Projects - Flood Protection a,Public Art,2006 Bonds,Citywide,09/2026,781073,779573,1500,0,0,781073,,
2025,39,City Facilities,Public Art Projects - Library Facilities,Public Art,2003 Bonds,Citywide,09/2029,47853,47853,0,0,0,47853,,
2025,39,City Facilities,Public Art Projects - Library Facilities,Public Art,2006 Bonds,Citywide,09/2026,36427,1720,34707,0,0,36427,,
2025,39,City Facilities,Public Art Projects - Library Facilities,Public Art,2024 Bonds,Citywide,Ongoing,83868,83868,0,0,0,83868,,
2025,39,City Facilities,Public Art Projects - Public Safety Faci,Public Art,2006 Bonds,Citywide,09/2026,135141,24041,111100,0,0,135141,,
2025,39,City Facilities,Public Art Projects - Public Safety Facilities,Public Art,2006 Bonds / 2017 Bonds,Citywide,12/2029,3837,3837,0,0,0,3837,,
2025,39,City Facilities,Public Art Projects - Public Safety Facilities,Public Art,2024 Bonds,Citywide,Ongoing,463200,463200,0,0,0,463200,,
2025,39,City Facilities,Public Art Projects- Court Facilities,Public Art,2006 Bonds,Citywide,09/2029,12156,12156,0,0,0,12156,,
2025,39,City Facilities,Public Art Projects-Public Works,Public Art,2017 Bonds,Citywide,09/2028,713774,669326,44449,0,0,713774,,
2025,40,City Facilities,Public Art Proj- LibFac,Public Art,2003 Bonds,Citywide,Ongoing,26231,26231,0,0,0,26231,,
2025,40,City Facilities,Public Art-Parks,Public Art,2017 Bonds,Citywide,09/2025,1868257,1285081,583176,0,0,1868257,,
2025,40,City Facilities,Public Arts Administration- City Facilities,Public Art,2006 Bonds,Citywide,09/2029,18994,18371,623,0,0,18994,,
2025,40,City Facilities,Public Arts Projects- City Facilities,Public Art,2006 Bonds,Citywide,09/2029,75974,75974,0,0,0,75974,,
2025,40,City Facilities,Public Arts Projects- Farmers Market,Public Art,2006 Bonds,Citywide,09/2029,8631,8631,0,0,0,8631,,
2025,40,City Facilities,Public Arts Projects- Library Facilities,Public Art,2006 Bonds,Citywide,09/2029,17611,17504,108,0,0,17611,,
2025,40,City Facilities,Public Arts Projects-Public Safety,Public Art,2017 Bonds,Citywide,12/2029,191820,11224,180596,0,0,191820,,
2025,40,City Facilities,Public Safety Campus,Fire Protection Facilities,2017 Bonds,2,12/2025,125000,18520,106480,0,0,125000,,
2025,40,City Facilities,Public Safety MDC Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,1000000,1000000,0,1000000,1000000,3000000,2026,2027
2025,40,City Facilities,Public Works Equipment Purchases,Fleet/ Equipment Replacement,Internal Service Fund Capital,Citywide,Ongoing,450636,21598,429038,0,0,450636,,
2025,40,City Facilities,Pulbic Art Admin- Parks,Public Art,2017 Bonds,Citywide,09/2025,459569,42107,417463,0,0,459569,,
2025,40,City Facilities,Renner Frankford Library,Library Facilities,2024 Bonds,12,08/2026,262000,219644,42356,0,0,262000,,
2025,40,City Facilities,Reserve Bond Projects,City and Municipal Court Facilities,2006 Bonds,Citywide,Ongoing,61960,61960,0,0,0,61960,,
2025,40,City Facilities,Reserve Bond Projects,City and Municipal Court Facilities,2003 Bonds,Citywide,Ongoing,75769,75769,0,0,0,75769,,
2025,40,City Facilities,Reserve Bond Projects,City and Municipal Court Facilities,2006 Bonds,Citywide,Ongoing,7348,7348,0,0,0,7348,,
2025,41,City Facilities,Reserved 2017 Bond Projects- City Facilities - BSD,City and Municipal Court Facilities,2017 Bonds,Citywide,Ongoing,1092718,1092718,0,0,0,1092718,,
2025,41,City Facilities,Reserved 2017 Bond Projects- Cultural Af,Cultural Facilities,2017 Bonds,Citywide,Ongoing,706842,706842,0,0,0,706842,,
2025,41,City Facilities,Reserved 2017 Bond Projects- Public Safety,Police Facilities,2017 Bonds,Citywide,Ongoing,751474,751474,0,0,0,751474,,
2025,41,City Facilities,Reserved 2017 Bond Projects- Library Facilities,Library Facilities,2017 Bonds,Citywide,Ongoing,485811,485811,0,0,0,485811,,
2025,41,City Facilities,Reserved Bond Projects,Police Facilities,2006 Bonds / 2003 Bonds,Citywide,Ongoing,12311,12311,0,0,0,12311,,
2025,41,City Facilities,Reserved Bond Projects,City and Municipal Court Facilities,2006 Bonds,Citywide,Ongoing,39257,39257,0,0,0,39257,,
2025,41,City Facilities,Sammons Center for the Arts,Cultural Facilities,2024 Bonds,2,Ongoing,350,350,0,3789143,0,3789493,2026,2026
2025,41,City Facilities,San Fleet Repl Ebs Owned,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,4423770,301270,4122500,0,0,4423770,,
2025,41,City Facilities,Sanitation - Fleet Replacement,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,6146164,137489,6008675,0,0,6146164,,
2025,41,City Facilities,SDM Equipment Notes,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,2500000,518061,1981939,0,0,2500000,,
2025,41,City Facilities,Skillman Southwestern Library,Library Facilities,2024 Bonds,9,08/2026,262000,218244,43757,0,0,262000,,
2025,41,City Facilities,Solar FY25,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,500000,500000,0,0,0,500000,,
2025,41,City Facilities,Solar Installation,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,500000,0,500000,500000,500000,1500000,2026,2027
2025,41,City Facilities,Solar Installation FY24,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,500000,240726,259274,0,0,500000,,
2025,41,City Facilities,Solar Installation Project FY 23,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,1500000,286185,1213815,0,0,1500000,,
2025,"41, 42",City Facilities,Southeast Service Center - Construction,City and Municipal Court Facilities,2006 Bonds / 2017 Bonds,7,12/2025,9785589,8143318,1642271,0,0,9785589,,
2025,42,City Facilities,Southeast Service Center Construction,Fleet/ Equipment Replacement,Internal Service Fund Capital,Citywide,Ongoing,1798398,1798398,0,0,0,1798398,,
2025,42,City Facilities,Southwest Transfer Station [24410],City and Municipal Court Facilities,2017 Bonds,3,12/2025,205000,163643,41357,0,0,205000,,
2025,42,City Facilities,Space Planning- Major Maintenance and Repairs,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,438302,41243,397059,0,0,438302,,
2025,42,City Facilities,Structural Analysis Equipment,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,173000,87131,85869,0,0,173000,,
2025,42,City Facilities,SW Patrol Station,Police Facilities,2017 Bonds,3,02/2026,1250000,1207079,42921,0,0,1250000,,
2025,42,City Facilities,Technology Infrastructure Redesign,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,975000,975000,0,0,0,975000,,
2025,42,City Facilities,Time Keeping - HRIS Upgrade,Fleet/ Equipment Replacement,Other GO CIP - Debt,Citywide,Ongoing,600301,17768,582533,0,0,600301,,
2025,42,City Facilities,Townhouse Suites- 4150 Independence Drive,Homeless Housing Services,2017 Bonds,8,Ongoing,6904773,0,6904773,0,0,6904773,,
2025,42,City Facilities,Trinity Forest Golf Course,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,3970000,1179993,2790007,0,0,3970000,,
2025,42,City Facilities,Underground Storage Tank Removal,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,600000,105359,494641,0,0,600000,,
2025,42,City Facilities,Unspecified ADA Improvements,City and Municipal Court Facilities,2017 Bonds,Citywide,11/2025,3230000,2293860,936141,0,0,3230000,,
2025,42,City Facilities,UST Removal and Replacement,Major Maintenance,2024 Bonds,Citywide,05/2027,180358,179859,499,1806331,0,1986689,2026,2026
2025,42,City Facilities,Vickery Meadow Branch Library,Library Facilities,Other GO CIP - Non-Debt,13,Ongoing,779955,429206,350749,0,0,779955,,
2025,43,City Facilities,Winspear Opera House,Cultural Facilities,2024 Bonds,14,Ongoing,1150002,1136071,13931,0,4425607,5575609,2027,2027
2025,43,City Facilities,Wyly Theatre,Cultural Facilities,2024 Bonds,14,Ongoing,12175,539,11636,0,4995409,5007584,2027,2027
2025,43,City Facilities,Property Division,Police Facilities,2024 Bonds,7,04/2028,0,0,0,0,16478,16478,2027,2027
2025,43,City Facilities,Quarter Master,Police Facilities,2024 Bonds,2,04/2028,0,0,0,0,16478,16478,2027,2027
2025,43,City Facilities,Radio Shop/ Communications Building,Police Facilities,2024 Bonds,2,06/2028,0,0,0,0,16478,16478,2027,2027
2025,43,City Facilities,South Central PD,Police Facilities,2024 Bonds,8,07/2028,0,0,0,0,16478,16478,2027,2027
2025,43,City Facilities,Southeast Patrol - Water/Sewer,Police Facilities,2024 Bonds,5,02/2030,0,0,0,0,1000,1000,2027,2027
2025,43,City Facilities,Southeast Patrol - Shower/Locker Room Renovation,Police Facilities,2024 Bonds,5,12/2029,0,0,0,0,1000,1000,2027,2027
2025,43,City Facilities,Southwest Police Station,Police Facilities,2024 Bonds,3,07/2028,0,0,0,0,16478,16478,2027,2027
2025,43,City Facilities,South Dallas Cultural Center,Cultural Facilities,2024 Bonds,7,Ongoing,0,0,0,2276078,0,2276078,2026,2026
2025,43,City Facilities,Facility Public Improvements,Major Maintenance,2024 Bonds / 2017 Bonds,Citywide,Ongoing,0,0,0,2121642,0,2121642,2026,2026
2025,43,City Facilities,Fire Alarm System Upgrade,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,0,0,0,1200000,0,1200000,2026,2026
2025,43,City Facilities,Preventive Maintenance at Fire Stations,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,0,0,0,500000,500000,1000000,2026,2027
2025,43,City Facilities,Major Maintenance and Repairs FY26,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,0,0,0,11000000,12000000,23000000,2026,2027
2025,43,City Facilities,Priority Major Maintenance,Major Maintenance,Other GO CIP - Non-Debt,Citywide,Ongoing,0,0,0,1300000,1500000,2800000,2026,2027
2025,43,City Facilities,Grand Total,,,,,0,0,0,0,0,0,,
2025,47,Convention And Event Services,Convention Center Facility Improvements,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,12909637,7508349,5401289,0,0,12909637,,
2025,47,Convention And Event Services,Convention Center Master Plan,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,173707606,36413727,137293879,5550000,6300000,185557606,2026,2027
2025,47,Convention And Event Services,Convention Facility Elevator Escalator Improvement Project,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,7071856,308045,6763811,0,0,7071856,,
2025,47,Convention And Event Services,EBJ Union Station,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,1534348,17668,1516680,175000,175000,1884348,2026,2027
2025,47,Convention And Event Services,Fire Sprinkler Pipe Replacement,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,5376867,5211500,165367,0,0,5376867,,
2025,47,Convention And Event Services,JOC Projects,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,8666313,5908835,2757478,1400000,1400000,11466313,2026,2027
2025,47,Convention And Event Services,KBHCCD Water Infiltration Project,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,8360031,7440555,919476,100000,0,8460031,2026,2026
2025,47,Convention And Event Services,Pioneer Plaza,Convention Center Improvement,Convention Center Capital Program,2,Ongoing,1448350,1448350,0,0,0,1448350,,
