cip_year,source_page,department,project_name,project_id,project_type,funding_source,address_location,comp_date,previous_appropriations,spent,remaining,year_2020,year_2021,year_2022,project_total,start_year,end_year
2019,103,Street & Transportation,Abrams Rd from Trammel Dr to E University Blvd,V921,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,106400,0,106400,2021,2021
2019,103,Street & Transportation,Acapulco Dr from Bar Harbor Dr to Bar Harbor Dr,V473,Street Resurfacing,2017 General Obligation Bond Program,3,9/30/19,80741,0,80741,181984,0,0,262725,2020,2020
2019,103,Street & Transportation,Adair St From Cobb St To 500 Ft North Of Cobb St,V287,Street Reconstruction,2017 General Obligation Bond Program,14,11/13/22,6435,6435,0,0,75095,0,81530,2021,2021
2019,103,Street & Transportation,Adelaide Dr from Yewpon Ave to Ramona,V658,Street Resurfacing,2017 General Obligation Bond Program,4,9/30/19,209470,0,209470,0,0,0,209470,,
2019,103,Street & Transportation,Adler Dr from Adler Dr to Cockrell Hill Rd,V799,Street Resurfacing,2017 General Obligation Bond Program,3,9/30/21,0,0,0,0,301875,0,301875,2021,2021
2019,103,Street & Transportation,Adleta Blvd from Adleta Ct to Adleta Blvd,V774,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/21,0,0,0,0,323175,0,323175,2021,2021
2019,103,Street & Transportation,Alco Ave from N. Plymouth Rd to N Hampton Rd,V435,Street Resurfacing,2017 General Obligation Bond Program,1,9/30/19,334295,236075,98220,0,0,0,334295,,
2019,103,Street & Transportation,Alcott St from N Fitzhugh Ave to Lee St,V486,Street Resurfacing,2017 General Obligation Bond Program,14,9/30/20,0,0,0,207275,0,0,207275,2020,2020
2019,103,Street & Transportation,Allegro Dr from Balalaika Rd to Firebird Dr,V582,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/19,106975,106975,0,0,0,0,106975,,
2019,103,Street & Transportation,Allen St from McKinney Ave to Laclede St,V970,Street Resurfacing,2017 General Obligation Bond Program,12,9/30/22,0,0,0,0,0,760482,760482,2022,2022
2019,103,Street & Transportation,Alley Imp Between 8Th St - Church From Ih 35E To N Cliff,V993,Target Neighborhood,2017 General Obligation Bond Program,4,6/21/22,25482,25482,0,0,211032,0,236514,2021,2021
2019,103,Street & Transportation,Alley Imp Between Ewing Ave - Upton From Viola To Clarendon,V994,Target Neighborhood,2017 General Obligation Bond Program,4,6/21/22,17692,17692,0,0,158369,0,176061,2021,2021
2019,103,Street & Transportation,Alley: Hibernia Mckinney From Routh To Boll,S201,Alley Petitions,2012 General Obligation Bond Program,14,8/30/18,183766,187858,-4092,0,0,0,183766,,
2019,104,Street & Transportation,Alley: Hibernia State From Boll To Worthington,S202,Alley Petitions,2012 General Obligation Bond Program,14,8/30/18,127567,128549,-982,0,0,0,127567,,
2019,104,Street & Transportation,Alley: Hurley Way Lenel Place Wllmsbrg To T Alley,S203,Alley Petitions,2006 General Obligation Bond Program / 2012 General Obligation Bond Program,13,6/30/19,237802,237306,496,0,0,0,237802,,
2019,104,Street & Transportation,Alley: Manana Park From Larga To Marsh,S205,Alley Petitions,2012 General Obligation Bond Program,6,8/30/19,426653,428455,-1802,0,0,0,426653,,
2019,104,Street & Transportation,Alley: State St Thomas Ave From Routh To Boll,S207,Alley Petitions,2012 General Obligation Bond Program,14,8/30/18,171683,171820,-137,0,0,0,171683,,
2019,104,Street & Transportation,Alma from Cockrell Ave to End of Pavement,V615,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/19,169785,119150,50635,0,0,0,169785,,
2019,104,Street & Transportation,Alpha Rd - Noel to Preston,U201,Intergovernmental Partnership Projects,2006 General Obligation Bond Program,11,5/27/20,3960008,47275,3912733,0,0,0,3960008,,
2019,104,Street & Transportation,Alpha Rd from Barton Dr to Noel Rd,V293,Street Reconstruction,2017 General Obligation Bond Program,11,1/24/23,0,0,0,53326,1066503,0,1119829,2020,2021
2019,104,Street & Transportation,Alpha Rd From End Of Pavement To Barton Dr,V310,Thoroughfares,2017 General Obligation Bond Program,11,1/24/23,0,0,0,175132,1167547,0,1342679,2020,2021
2019,104,Street & Transportation,Alpha Rd from Noel Rd to Montfort Dr,V294,Street Reconstruction,2017 General Obligation Bond Program,11,1/24/23,2153,2153,0,101465,2027164,0,2130782,2020,2021
2019,104,Street & Transportation,Amberton Pkwy from Chimney Sweep Ln to Chimney Corner,V397,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/19,126190,126190,0,0,0,0,126190,,
2019,104,Street & Transportation,Amberton Pkwy from Emberglow Ln to Chimney Sweep Ln,V518,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/19,244591,41471,203120,0,0,0,244591,,
2019,104,Street & Transportation,Amberton Pkwy from Greenville Ave to Emberglow Ln,V524,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/20,284725,284725,0,267700,0,0,552425,2020,2020
2019,104,Street & Transportation,Amhurst Av - Stanford Av From Linwood Ave. To Briarwood Ln,V005,Alley Petitions,2017 General Obligation Bond Program,13,11/4/22,33153,33153,0,178847,0,0,212000,2020,2020
2019,104,Street & Transportation,Annapolis Ln from Ridgelawn Dr to Berwyn Ln,V795,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,709452,709452,2022,2022
2019,104,Street & Transportation,Antoinette St from Greenhaven Dr to Hillburn Dr,V792,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/20,0,0,0,133250,0,0,133250,2020,2020
2019,104,Street & Transportation,Anzio Cir from Garapan Dr to S Polk St,V199,Street Reconstruction,2017 General Obligation Bond Program,4,9/8/22,107401,94487,12914,0,1046413,0,1153814,2021,2021
2019,105,Street & Transportation,Arapaho Rd from Golden Creek Rd to Meadowcreek Dr,V939,Street Resurfacing,2017 General Obligation Bond Program,12,9/30/22,870363,870363,0,0,0,0,870363,,
2019,105,Street & Transportation,Arapaho Rd from Hillcrest Rd to Meandering Way,V947,Street Resurfacing,2017 General Obligation Bond Program,12,12/1/18,578411,578411,0,0,0,0,578411,,
2019,105,Street & Transportation,Arapaho Rd from Meadowcreek Dr to Hillcrest Rd,V931,Street Resurfacing,2017 General Obligation Bond Program,12,9/1/18,221648,221648,0,0,0,0,221648,,
2019,105,Street & Transportation,Arbor Park Dr from Robin Meadow Dr to Whitehurst Dr,V215,Street Resurfacing,2017 General Obligation Bond Program,10,6/1/19,436393,302472,133921,0,902814,0,1339207,2021,2021
2019,105,Street & Transportation,Arborcrest Dr From Bluewood Dr To Partridge Dr,V262,Street Reconstruction,2017 General Obligation Bond Program,8,5/24/21,93610,93610,0,0,812810,0,906420,2021,2021
2019,105,Street & Transportation,Arborcrest Dr from Glencairn Dr to S RL Thornton Serv W,V659,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/20,0,0,0,68325,0,0,68325,2020,2020
2019,105,Street & Transportation,Arborhill Dr from Arborhill Dr to Arbor Park Dr,V543,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/18,56074,56074,0,0,0,0,56074,,
2019,105,Street & Transportation,Ash Ln from Caldwell Ave to S Fitzhugh Ave,V402,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/18,130628,130628,0,0,0,0,130628,,
2019,105,Street & Transportation,Atha Dr from N Longacre Ln to Tina Ln,V770,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/20,0,0,0,98600,0,0,98600,2020,2020
2019,105,Street & Transportation,Atha Dr from Tina Ln to Woodmont Dr,V551,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/19,41850,41850,0,0,0,0,41850,,
2019,105,Street & Transportation,Atlas Dr from Frio Dr to S Lancaster Rd,V520,Street Resurfacing,2017 General Obligation Bond Program,4,9/30/19,324718,324718,0,0,0,0,324718,,
2019,105,Street & Transportation,Audelia Rd from Faircrest Dr to Royal Ln,V961,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/21,0,0,0,0,499125,0,499125,2021,2021
2019,105,Street & Transportation,Avenue F from E 11th St Sanderson Ave,V323,Street Resurfacing,2017 General Obligation Bond Program,4,9/30/19,100,100,0,0,0,0,100,,
2019,105,Street & Transportation,Avenue H From E 11Th St To Sanderson Ave,V247,Street Reconstruction,2017 General Obligation Bond Program,4,5/1/22,84292,73819,10473,0,758624,0,842916,2021,2021
2019,105,Street & Transportation,Axton Ln from Abrams Rd to Kelman St,V749,Street Resurfacing,2017 General Obligation Bond Program,9,3/21/19,96985,96985,0,0,0,0,96985,,
2019,105,Street & Transportation,Babcock Dr From Bernal Dr To Canada Dr,V256,Street Reconstruction,2017 General Obligation Bond Program,6,7/17/22,43642,43826,-184,0,392783,0,436425,2021,2021
2019,105,Street & Transportation,Balalaika Rd From Allegro Dr To Laura Ln,V839,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/19,5094,0,5094,37756,0,0,42850,2020,2020
2019,105,Street & Transportation,Balalaika Rd from Duet Dr to Allegro Dr,V834,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/19,63832,0,63832,0,0,0,63832,,
2019,106,Street & Transportation,Bambi St from Elkton Cir to Dowdy Ferry Rd,V358,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/18,60471,60471,0,0,0,0,60471,,
2019,106,Street & Transportation,Bambi St from Murdock Rd to Elkton Cir,V816,Street Resurfacing,2017 General Obligation Bond Program,8,11/1/18,45537,45537,0,0,0,0,45537,,
2019,106,Street & Transportation,Banting Way from Enchanted Ln to Ashbrook Rd,V812,Street Resurfacing,2017 General Obligation Bond Program,7,9/30/21,0,0,0,0,129750,0,129750,2021,2021
2019,106,Street & Transportation,Baraboo Dr from End of Pavement to Tioga St,V579,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/19,110550,110550,0,0,0,0,110550,,
2019,106,Street & Transportation,Baraboo Dr from Highland Hills Dr To End of Pavement,V158,Sidewalk Improvements,2017 General Obligation Bond Program,,,58189,43326,14863,0,0,0,58189,,
2019,106,Street & Transportation,Baruth Blvd Colgate Ave,S226,Alley Reconstruction,2012 General Obligation Bond Program,13,1/2/19,265976,265238,738,0,0,0,265976,,
2019,106,Street & Transportation,Beall Street From Dolphin To Gifford Street,S428,Street Reconstruction,2012 General Obligation Bond Program,7,1/18/21,365100,49870,315230,0,0,0,365100,,
2019,106,Street & Transportation,Beechmont Dr from Ferguson Rd to Felicia Ct,V827,Street Resurfacing,2017 General Obligation Bond Program,7,9/30/21,0,0,0,0,150325,0,150325,2021,2021
2019,106,Street & Transportation,Belford Dr from Ashford Dr to Ravendale Ln,V436,Street Resurfacing,2017 General Obligation Bond Program,9,3/21/19,179105,179105,0,0,0,0,179105,,
2019,106,Street & Transportation,Belleview from Akard to Ervay,U773,Thoroughfares,2006 General Obligation Bond Program,Citywide,9/30/19,452826,425860,26967,0,0,0,452826,,
2019,106,Street & Transportation,Belmont Ave from Matilda St to Skillman St,V592,Street Resurfacing,2017 General Obligation Bond Program,14,2/28/19,350359,350359,0,0,0,0,350359,,
2019,106,Street & Transportation,Belmont Ave from Summit Ave to Greenville Ave,V320,Street Resurfacing,2017 General Obligation Bond Program,14,9/30/19,112804,625,112179,0,0,0,112804,,
2019,106,Street & Transportation,Benedict Dr from Chapel Hill Rd to Kimberly Ln,V460,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/19,277761,277761,0,0,0,0,277761,,
2019,106,Street & Transportation,Bennett Ave from Monarch St to Fuqua St,V554,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/19,128042,128042,0,0,0,0,128042,,
2019,106,Street & Transportation,Bennington Dr from Trammel Dr to Middlebury Dr,V668,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,109575,0,109575,2021,2021
2019,106,Street & Transportation,Benson St from S Washington Ave to S Hill Ave,V597,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/19,133050,133050,0,0,0,0,133050,,
2019,106,Street & Transportation,Bentley Ave from Chalmers St to S Hampton Rd,V349,Street Resurfacing,2017 General Obligation Bond Program,1,9/30/19,229810,167550,62260,0,0,0,229810,,
2019,106,Street & Transportation,Berkley Ave from Rugged Dr to S Edgefield Ave,V536,Street Resurfacing,2017 General Obligation Bond Program,1,9/30/19,257250,188000,69250,0,0,0,257250,,
2019,107,Street & Transportation,Berwyn Ln from Ridgelawn Dr to E University Blvd,V735,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,103175,0,103175,2021,2021
2019,107,Street & Transportation,Better Block Streetcar Pavillion,W135,Intergovernmental Partnership Projects,Other GO CIP - Non- Debt,Citywide,Ongoing,90000,50000,40000,0,0,0,90000,,
2019,107,Street & Transportation,Bickers St from Melinda Hills Dr to N Westmoreland Rd,V943,Street Resurfacing,2017 General Obligation Bond Program,6,9/30/20,0,0,0,127925,0,0,127925,2020,2020
2019,107,Street & Transportation,Bishop College Dr from Lovingood Dr to End of Pavement,V406,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/18,211520,211520,0,0,0,0,211520,,
2019,107,Street & Transportation,Bishop from 10th St to Jefferson Blvd,V984,Streetscape/Urban Design,2017 General Obligation Bond Program,1,6/19/22,0,0,0,238615,1352152,0,1590767,2020,2021
2019,107,Street & Transportation,Bishop From Jefferson To 8Th,S390,Complete Streets,2006 General Obligation Bond Program / 2012 General Obligation Bond Program,1,9/30/19,5655261,5555987,99274,0,0,0,5655261,,
2019,107,Street & Transportation,Bismark Dr From E Ledbetter To 51St,S448,Street Reconstruction,2006 General Obligation Bond Program / 2012 General Obligation Bond Program,4,8/15/19,968249,960441,7808,0,0,0,968249,,
2019,107,Street & Transportation,Bissonet Ave from Atha Dr to Antler Ave,V368,Street Resurfacing,2017 General Obligation Bond Program,8,9/30/18,167727,167727,0,0,0,0,167727,,
2019,107,Street & Transportation,Blackburn St from N Haskell Ave to Noble Ave,V963,Street Resurfacing,2017 General Obligation Bond Program,14,9/30/21,0,0,0,0,123150,0,123150,2021,2021
2019,107,Street & Transportation,Blackburn St from Turtle Creek Blvd to Oak Lawn Ave,V957,Street Resurfacing,2017 General Obligation Bond Program,14,9/30/21,0,0,0,0,190625,0,190625,2021,2021
2019,107,Street & Transportation,Blackburn St from Turtle Creek Blvd to Travis St,V971,Street Resurfacing,2017 General Obligation Bond Program,14,9/30/21,0,0,0,0,85700,0,85700,2021,2021
2019,107,Street & Transportation,Blanch Cir from Hillside Dr to Nonesuch Rd,V773,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,118125,0,118125,2021,2021
2019,107,Street & Transportation,Blessing Cir from End of Pavement to Blessing Dr,V648,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,42675,0,42675,2021,2021
2019,107,Street & Transportation,Blossomheath Ln From Lbj Serv N To Thistle Ln,V275,Street Reconstruction,2017 General Obligation Bond Program,11,9/20/22,44701,35479,9222,0,402308,0,447009,2021,2021
2019,107,Street & Transportation,Blossomheath Ln from Thistle Ln to Alpha Rd,V222,Street Reconstruction,2017 General Obligation Bond Program,11,9/20/22,50902,40933,9969,0,458122,0,509024,2021,2021
2019,107,Street & Transportation,Blue Mesa Dr Hillcrest Rd,S221,Alley Reconstruction,2012 General Obligation Bond Program,12,1/2/19,313687,290991,22696,0,0,0,313687,,
2019,108,Street & Transportation,Bluffdale Dr from Berkinshire Dr to Brookhurst Dr,V805,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,647830,647830,2022,2022
2019,108,Street & Transportation,Bluffton from Freeport Dr to End of Pavement,V726,Street Resurfacing,2017 General Obligation Bond Program,7,9/30/20,0,0,0,201150,0,0,201150,2020,2020
2019,108,Street & Transportation,Boca Chica Cir from End of Pavement to Boca Chica Dr,V325,Street Resurfacing,2017 General Obligation Bond Program,3,9/30/18,43399,43399,0,0,0,0,43399,,
2019,108,Street & Transportation,Boca Chica Dr from Boca Chica Cir to Bar Harbor Dr,V414,Street Resurfacing,2017 General Obligation Bond Program,3,9/30/18,220744,220744,0,0,0,0,220744,,
2019,108,Street & Transportation,Bombay Ave from Huron Dr to Thurston Dr,V193,Street Reconstruction,2017 General Obligation Bond Program,2,6/24/21,151690,124528,27162,1157956,0,0,1309646,2020,2020
2019,108,Street & Transportation,Bonham St from Midway Rd to End of Pavement,V684,Street Resurfacing,2017 General Obligation Bond Program,13,9/30/21,0,0,0,0,252375,0,252375,2021,2021
2019,108,Street & Transportation,Bonnie View From Overton To Springview,S308,Street Reconstruction,2012 General Obligation Bond Program,4,9/17/19,526257,446686,79571,0,0,0,526257,,
2019,108,Street & Transportation,Bonnie View Rd from Ann Arbor Ave to Cummings St,V200,Street Reconstruction,2017 General Obligation Bond Program,4,9/7/22,225505,162404,63101,0,2029549,0,2255054,2021,2021
2019,108,Street & Transportation,Bonnywood Ln from S Hampton Rd to Wayland Dr,V602,Street Resurfacing,2017 General Obligation Bond Program,3,9/30/20,0,0,0,259500,0,0,259500,2020,2020
2019,108,Street & Transportation,Boundbrook Ave From Greenville Ave To Woodbrook Dr,V268,Street Reconstruction,2017 General Obligation Bond Program,10,8/3/22,41197,41197,0,0,367610,0,408807,2021,2021
2019,108,Street & Transportation,Bradford Dr from Maple Springs Blvd to Hedgerow Dr,V194,Street Reconstruction,2017 General Obligation Bond Program,2,12/5/21,194498,174372,20126,1750477,0,0,1944975,2020,2020
2019,108,Street & Transportation,Branchfield Dr from W Lawther Dr to Fisher Rd,V803,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,707662,707662,2022,2022
2019,108,Street & Transportation,Brandeis Ln from Creighton Dr to Ridgelawn Dr,V784,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,126300,0,126300,2021,2021
2019,108,Street & Transportation,Brendenwood Dr from Gaston Ave to Avalon Ave,V417,Street Resurfacing,2017 General Obligation Bond Program,,,116916,116916,0,0,0,0,116916,,
2019,108,Street & Transportation,Brennans Pl from End of Pavement to Brennans Dr,V843,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,624421,624421,2022,2022
2019,108,Street & Transportation,Brentridge Ct from Brentridge Dr to End of Pavement,V403,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/19,111406,111406,0,0,0,0,111406,,
2019,108,Street & Transportation,Brentridge Dr from Deermont Trl to Brentridge Ct,V494,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/19,64690,64690,0,0,0,0,64690,,
2019,108,Street & Transportation,Briar Tree Dr from Village Ln to Village Ln,V427,Street Resurfacing,2017 General Obligation Bond Program,11,2/4/19,110850,110850,0,0,0,0,110850,,
2019,108,Street & Transportation,Briaridge Rd from Spring Creek Rd to Coit Rd,V813,Street Resurfacing,2017 General Obligation Bond Program,11,9/30/21,0,0,0,0,154375,0,154375,2021,2021
2019,109,Street & Transportation,Bridge Repair and Modification - W010,W010,Bridge Repair and Modification,2006 General Obligation Bond Program,Citywide,9/30/18,1900,0,1900,0,0,0,1900,,
2019,109,Street & Transportation,Bristol Ave From March Ave To Hopkins Ave,V155,Sidewalk Improvements,2017 General Obligation Bond Program,2,8/31/21,79872,0,79872,0,0,0,79872,,
2019,109,Street & Transportation,Broadmoor Dr from Broadmoor Dr to Garland Rd,V847,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,663137,663137,2022,2022
2019,109,Street & Transportation,Brockbank Dr from Coogan Dr to Royal Ln,V875,Street Resurfacing,2017 General Obligation Bond Program,6,9/30/19,510223,510223,0,0,0,0,510223,,
2019,109,Street & Transportation,Broken Bow Rd from 9635 Broken Bow Rd to Fieldcrest Dr,V216,Street Reconstruction,2017 General Obligation Bond Program,10,7/29/22,60180,58405,1775,0,541622,0,601802,2021,2021
2019,109,Street & Transportation,Brookhurst Dr from Edgelake Dr to Northcliff Dr,V682,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,235250,0,235250,2021,2021
2019,109,Street & Transportation,Brookshire Dr From Orchid Ln To Brookshire Cir,V276,Street Reconstruction,2017 General Obligation Bond Program,11,8/20/22,45283,45283,0,0,270749,0,316032,2021,2021
2019,109,Street & Transportation,Brookview Dr Gloster Rd,S223,Alley Reconstruction,2012 General Obligation Bond Program,13,1/2/19,312048,308473,3575,0,0,0,312048,,
2019,109,Street & Transportation,Brown St from Shelby Ave to Reagan St,V569,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/20,0,0,0,45050,0,0,45050,2020,2020
2019,109,Street & Transportation,Bucknell Dr from Bennington Dr to Trammel Dr,V651,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,85550,0,85550,2021,2021
2019,109,Street & Transportation,Burlew St from Bryan St to San Jacinto St,V646,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/20,0,0,0,89025,0,0,89025,2020,2020
2019,109,Street & Transportation,Burma From Kiska St To Saipan St,VA02,Target Neighborhood,2017 General Obligation Bond Program,7,8/28/22,63694,63272,422,0,0,576968,640662,2022,2022
2019,109,Street & Transportation,Burma Rd From Carbondale St To Kiska St,VA04,Target Neighborhood,2017 General Obligation Bond Program,7,7/17/22,109337,102275,7062,0,0,657692,767029,2022,2022
2019,109,Street & Transportation,Burroaks Cir From Burroaks Dr To End Of Pavement,V263,Street Reconstruction,2017 General Obligation Bond Program,8,5/19/21,43500,42348,1152,0,391500,0,435000,2021,2021
2019,109,Street & Transportation,Cadiz St from S Ervay St to Browder St,V894,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/19,108425,108425,0,0,0,0,108425,,
2019,109,Street & Transportation,Camp Wisdom Rd from FM 1382 to Mountain Creek Pkwy,VA13,Thoroughfares,2017 General Obligation Bond Program,3,9/30/24,457119,451163,5956,0,0,5284224,5741343,2022,2022
2019,109,Street & Transportation,Camp Wisdom Road Project,W147,Intergovernmental Partnership Projects,2006 General Obligation Bond Program,3,12/31/20,1300000,611550,688450,0,0,0,1300000,,
2019,109,Street & Transportation,Campbell Rd from Colegrove Dr to Hillcrest Rd,V918,Street Resurfacing,2017 General Obligation Bond Program,12,9/30/20,0,0,0,230625,0,0,230625,2020,2020
2019,110,Street & Transportation,Campbell Rd from Hillcrest Rd to Meandering Way,V919,Street Resurfacing,2017 General Obligation Bond Program,12,3/26/19,813583,813583,0,0,0,0,813583,,
2019,110,Street & Transportation,Campbell Rd from Meandering Way to Coit Rd,V941,Street Resurfacing,2017 General Obligation Bond Program,12,3/26/19,1060777,1060777,0,0,0,0,1060777,,
2019,110,Street & Transportation,Campbell Rd from Preston Rd to Preston Bend Ct,V959,Street Resurfacing,2017 General Obligation Bond Program,12,2/1/19,934484,934484,0,0,0,0,934484,,
2019,110,Street & Transportation,Campbell Rd from Preston Rd to Preston Trail Dr,V952,Street Resurfacing,2017 General Obligation Bond Program,11,9/30/22,0,0,0,0,0,680957,680957,2022,2022
2019,110,Street & Transportation,Canada Dr From Babcock Dr To Leesburg St,V307,Thoroughfares,2017 General Obligation Bond Program,6,7/3/22,118614,104114,14500,0,664880,0,783494,2021,2021
2019,110,Street & Transportation,Canada Dr From Tamerisk St To Westmoreland Rd,S309,Street Reconstruction,2012 General Obligation Bond Program,6,6/21/20,3904710,569526,3335184,0,0,0,3904710,,
2019,110,Street & Transportation,Canada Drive From Westmoreland To Hampton,VA08,Thoroughfares,2017 General Obligation Bond Program,6,9/30/20,13618,450,13168,7586382,0,0,7600000,2020,2020
2019,110,Street & Transportation,Capitol Ave from N Peak St to N Carroll Ave,V541,Street Resurfacing,2017 General Obligation Bond Program,2,9/30/19,171962,171962,0,0,0,0,171962,,
2019,110,Street & Transportation,Carillon Dr from Rolling Hills Ln to Peyton Dr,V423,Street Resurfacing,2017 General Obligation Bond Program,11,3/21/19,113842,102246,11596,0,0,0,113842,,
2019,110,Street & Transportation,Carillon Dr from Spring Grove Ave to Rolling Hills Ln,V461,Street Resurfacing,2017 General Obligation Bond Program,11,3/21/19,105733,105733,0,0,0,0,105733,,
2019,110,Street & Transportation,Carissa Dr from Carissa Cir to Jupiter Rd,V831,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,672651,672651,2022,2022
2019,110,Street & Transportation,Carissa Dr from Ridgelake Dr to Sunland St,V763,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,703345,703345,2022,2022
2019,110,Street & Transportation,Carnegie Dr from Carnegie Pl to Peavy Rd,V823,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/22,0,0,0,0,0,649509,649509,2022,2022
2019,110,Street & Transportation,Carpenter Ave From S Malcom X Blvd To Meadow St,V261,Street Reconstruction,2017 General Obligation Bond Program,7,2/1/18,136030,136030,0,0,116152,0,252182,2021,2021
2019,110,Street & Transportation,Carriage Ln from Dentcrest Dr To Belt Line Rd,V408,Street Resurfacing,2017 General Obligation Bond Program,,,57111,57111,0,0,0,0,57111,,
2019,110,Street & Transportation,Carrollwood Dr from Briarnoll Dr to Debbe Dr,V345,Street Resurfacing,2017 General Obligation Bond Program,12,9/30/19,195098,244,194854,0,0,0,195098,,
2019,110,Street & Transportation,Carrousel Cir from Lyre Ln to Lyre ln,V676,Street Resurfacing,2017 General Obligation Bond Program,9,9/30/21,0,0,0,0,108275,0,108275,2021,2021
2019,110,Street & Transportation,Casa View Street Improvements,V985,Streetscape/Urban Design,2017 General Obligation Bond Program,9,1/30/23,590275,0,590275,945000,5355000,0,6890275,2020,2021
2019,111,Street & Transportation,Caulan Dr from Willowdell Dr to Galva Dr,V611,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/20,0,0,0,39400,0,0,39400,2020,2020
2019,111,Street & Transportation,CBD Fair Link- Hall St to I-30,U203,Intergovernmental Partnership Projects,2006 General Obligation Bond Program,2,6/5/22,4595280,2231939,2363341,0,0,0,4595280,,
2019,111,Street & Transportation,CBD Fair Park Link From Main to IH30 (Design And ROW),VA11,Thoroughfares,2017 General Obligation Bond Program,2,9/30/22,1500000,0,1500000,0,0,0,1500000,,
2019,111,Street & Transportation,Cedar Springs Ave From Douglas To Oak Lawn,S391,Complete Streets,2012 General Obligation Bond Program,"2, 14",3/13/20,1605535,223171,1382364,0,0,0,1605535,,
2019,111,Street & Transportation,Cedar Springs Rd from Fairmount St to Routh St,V888,Street Resurfacing,2017 General Obligation Bond Program,14,9/30/20,0,0,0,326425,0,0,326425,2020,2020
2019,111,Street & Transportation,Cedardale Paving - Drainage Improvements,W154,Street Reconstruction,2006 General Obligation Bond Program,8,12/20/18,4868814,4865139,3675,0,0,0,4868814,,
2019,111,Street & Transportation,Center Court Dr from Baseline Dr to Chimney Hill Ln,V333,Street Resurfacing,2017 General Obligation Bond Program,10,9/30/19,92233,92233,0,0,0,0,92233,,
2019,111,Street & Transportation,Central Boulevard - Commerce to Live Oak,U779,Thoroughfares,1995 General Obligation Bond Program / 2003 General Obligation Bond Program / 2006 General Obligation Bond Program / 2012 General Obligation Bond Program,"2, 14",8/30/19,14552882,14527214,25668,0,0,0,14552882,,
2019,111,Street & Transportation,Chalk Hill Rd - Davis St to 800 south of IH-30,U781,Thoroughfares,2006 General Obligation Bond Program,6,9/30/18,6875727,6901326,-25599,0,0,0,6875727,,
2019,111,Street & Transportation,Chalk Hill - I 30 EB frontage road to Singleton,U780,Thoroughfares,2006 General Obligation Bond Program,Citywide,12/5/21,6583280,1129859,5453421,0,0,0,6583280,,
2019,111,Street & Transportation,Champa Dr from Blanning Dr to Hambrick Rd,V372,Street Resurfacing,2017 General Obligation Bond Program,,,82532,82532,0,0,0,0,82532,,
2019,111,Street & Transportation,Chapel Hill Rd from Cathedral Dr to Kimberly Ln,V429,Street Resurfacing,2017 General Obligation Bond Program,9,9/1/18,80766,80766,0,0,0,0,80766,,
