cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,description,justification,unidentified_funding,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
2018,Trans - Signals - Traffic Signals,455,Transportation & Storm Water,Pacific Highlands Traffic Signals,,,Council District: 1; Community Plan: Pacific Highlands Ranch,2400000,0,,,0,0,0,0,0,0,0
2018,Trans - Ped Fac - Accessibility Improve,456,Transportation & Storm Water,Pacific Hwy Curb Ramp Barrier Removal,,,Council District: 2; Community Plan: Midway - Pacific Highway,449999,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,457,Transportation & Storm Water,Palm Avenue Interstate 805 Interchange,,,Council District: 8; Community Plan: C33 Otay Mesa; C34 Otay Mesa - Nestor,7368662,0,,,27500000,0,0,0,0,0,0
2018,Trans - Roadway,458,Transportation & Storm Water,Palm Avenue Roadway Improvements,,,Council District: 8; Community Plan: Otay Mesa - Nestor,4817208,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,459,Transportation & Storm Water,Park Boulevard At-Grade Crossing,2019,2021,Council District: 3 8; Community Plan: Barrio Logan; Centre City,14105565,0,,,0,-8176261,10000000,7049718,0,0,0
2018,Trans - Bicycle Facilities (All Class.),460,Transportation & Storm Water,Poway Road Bicycle Path - Class I,,,Council District: 5; Community Plan: C41 Sabre Springs,2743499,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,461,Transportation & Storm Water,Regents Rd Widening-Genesee to Executive,2019,2019,Council District: 1; Community Plan: C53 University,7929999,0,,,0,250000,0,0,0,0,0
2018,Trans - Roadway,462,Transportation & Storm Water,Rosecrans Street Corridor Improvements,,,Council District: 2; Community Plan: C23 Midway - Pacific Highway; C37 Peninsula,1448324,0,,,0,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,463,Transportation & Storm Water,School Traffic Safety Improvements,,,Council District: Citywide; Community Plan: Citywide,772782,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,464,Transportation & Storm Water,Sea World Dr,,,Council District: 6; Community Plan: C26 Mission Bay Park,1090537,0,,,119072571,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,465,Transportation & Storm Water,Sidewalk Repair and Reconstruction,2019,2019,Council District: Citywide; Community Plan: Citywide,21309907,0,,,47000000,5000000,0,0,0,0,0
2018,Trans - Roads/Widening/Reconfiguration,466,Transportation & Storm Water,Siempre Viva Road Improvements,,,Council District: 8; Community Plan: Otay Mesa,10000,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,467,Transportation & Storm Water,SR 163,,,Council District: 6; Community Plan: Kearny Mesa,18421199,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,468,Transportation & Storm Water,SR 163,2019,2019,Council District: 7; Community Plan: C28 Mission Valley,56458878,0,,,0,4534778,0,0,0,0,0
2018,Trans - Roadway,469,Transportation & Storm Water,SR94,,,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),5894799,0,,,0,0,0,0,0,0,0
2018,Trans - Bicycle Facilities (All Class.),470,Transportation & Storm Water,State Route 56 Bike Interchanges,,,Council District: 1; Community Plan: Priority Category: High,536094,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,471,Transportation & Storm Water,State Route 56 Freeway Expansion,2024,2024,Council District: 1; Community Plan: Priority Category: N/A,14670842,0,,,91000000,0,0,0,0,0,17909000
2018,Trans - Roadway,472,Transportation & Storm Water,Streamview Drive Improvements,,,Council District: 4; Community Plan: Mid-City: City Heights,4449950,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway,473,Transportation & Storm Water,Streamview Drive Improvements Phase 2,2019,2021,Council District: 4; Community Plan: Mid-City: City Heights,149999,0,,,0,900000,501950,6598050,0,0,0
2018,Trans - Roadway - Street Lighting,474,Transportation & Storm Water,Street Light Circuit Upgrades,,,Council District: Citywide; Community Plan: Citywide,6246654,0,,,16600000,0,0,0,0,0,0
2018,Trans - Roadway,475,Transportation & Storm Water,Street Resurfacing and Reconstruction,2019,2023,Council District: Citywide; Community Plan: Citywide,162738372,0,,,70295963,24822333,20072680,14466847,23651346,23285844,0
2018,Trans - Roadway - Erosion/Slope/Ret Wall,476,Transportation & Storm Water,Talbot Street Slope Restoration,,,Council District: 2; Community Plan: C37 Peninsula,3672434,0,,,0,0,0,0,0,0,0
2018,Trans - Bridge - Vehicular,477,Transportation & Storm Water,Torrey Meadows Drive Overcrossing,,,Council District: 5; Community Plan: Torrey Highlands,15214999,0,,,0,0,0,0,0,0,0
2018,Trans - Ped Fac - Sidewalks,478,Transportation & Storm Water,Torrey Pines Road Improvement Phase 2,,,Council District: 1; Community Plan: Torrey Pines,1799999,0,,,0,0,0,0,0,0,0
2018,Trans - Roadway - Erosion/Slope/Ret Wall,479,Transportation & Storm Water,Torrey Pines Road Slope Restoration,,,Council District: 1; Community Plan: C20 La Jolla,4172719,0,,,0,0,0,0,0,0,0
2018,Trans - Signals - Calming/Speed Abatemt,480,Transportation & Storm Water,Traffic Calming,2019,2023,Council District: Citywide; Community Plan: Citywide,4780419,0,,,3740000,1200000,1000000,1000000,1000000,1000000,0
2018,Trans - Signals - Traffic Signals,481,Transportation & Storm Water,Traffic Signals - Citywide,2019,2023,Council District: Citywide; Community Plan: Citywide,6110212,0,,,5414200,1628000,750000,750000,750000,750000,0
2018,Trans - Signals - Traffic Signals,482,Transportation & Storm Water,Traffic Signals Modification,2019,2023,Council District: Citywide; Community Plan: Citywide,6922945,0,,,9013000,1787000,1000000,1000000,1000000,1000000,0
2018,Trans - Signals - Calming/Speed Abatemt,483,Transportation & Storm Water,University Avenue Complete Street Phase1,2019,2020,Council District: 9; Community Plan: Mid-City: City Heights,1426639,0,,,622180,200000,4469580,0,0,0,0
2018,Trans - Roadway - Enhance/Scape/Medians,484,Transportation & Storm Water,University Avenue Mobility,2019,2019,Council District: 3; Community Plan: Greater North Park,6929999,0,,,0,500000,0,0,0,0,0
2018,Trans - Roadway,485,Transportation & Storm Water,Utilities Undergrounding Program,2019,2023,Council District: Citywide; Community Plan: Citywide,79937806,0,,,0,5000000,5000000,5000000,5000000,5000000,0
2018,Trans - Roadway,486,Transportation & Storm Water,Via de la Valle Widening,2019,2024,Council District: 1; Community Plan: Black Mountain Ranch,1037286,0,,,0,3728001,0,0,0,0,4981076
2018,Trans - Bridge - Vehicular,487,Transportation & Storm Water,W Mission Bay Dr Bridge Over SD River,2019,2024,Council District: 2; Community Plan: Priority Category: High,128330598,0,,,0,13329459,3093369,3970293,0,0,4532110
2018,Drainage - Best Mgt Practices (BMPs),488,Transportation & Storm Water,Watershed CIP,,,Council District: Citywide; Community Plan: Clairemont Mesa,26150170,0,,,239639203,0,0,0,0,0,0
2018,Trans - Roadway,489,Transportation & Storm Water,Westerly Extension of Hazard Center Dr,,,Council District: 7; Community Plan: Mission Valley,1000000,0,,,0,0,0,0,0,0,0
