cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
2013,Trans - Bicycle Facilities (All Class.),617,Transportation & Storm Water,Ruffin Road,,,"Council District: 6, 7; Community Plan: Kearny Mesa",177200,177200,This proposed project will install 3.25 miles of Class II Bikeways from Kearny Villa Road to Murphy Canyon Road and upgrade the existing Class III facility on Murphy Canyon Road between Aero Drive to city limits that will connect to Murphy Canyon Road Bike Path.,This project will provide north and south connectivity to other bikeways within the city and will provide a safer route of travel for bicyclists.,0,0,0,0,0,0,0
2013,Trans - Bridge - Vehicular,618,Transportation & Storm Water,SR-94,,,Council District: 4; Community Plan: Encanto Neighborhoods (Southeastern),425000,425000,"This project provides for the evaluation, environmental documentation, design, and construction for improvements to the State Route 94/Euclid Avenue Interchange.",This project will improve safety and traffic flow within the Euclid Avenue interchange.,0,0,0,0,0,0,0
2013,Trans - Signals - Calming/Speed Abatemt,619,Transportation & Storm Water,SR2S Traffic Safety Projects Grant #1,,,Council District: 8; Community Plan: Otay Mesa - Nestor,520455,520455,"This project will construct intersection bulb-outs, curb ramps, sidewalks, and install V-calm signs, which are traffic calming features on the streets in and around Berry, Nestor, and Emory Elementary Schools and Mar Vista Middle School.",This project will provide accessible walking paths for pedestrians in and around school areas within the community of Otay Mesa/San Ysidro.,0,0,0,0,0,0,0
2013,Trans - Roadway,620,Transportation & Storm Water,SR94,2014,2014,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),0,400000,"The SR 94/Euclid Avenue interchange is an uncontrolled intersection which contains higher than average accident rates. The Euclid Avenue overpass crosses State Route 94, one of the region's most important east-west connections. The City of San Diego is considering improvements to the interchange to enhance safety features through this corridor and the optimization of the level of service for both Euclid Avenue and SR 94.",The project will evaluate the SR94 / Euclid Avenue Interchange for improvements to enhance Level of Service of the interchange and safety improvement measures for all modes of transportation.,0,400000,0,0,0,0,0
2013,Trans - Bicycle Facilities (All Class.),621,Transportation & Storm Water,San Diego River Multi-Use Path,,,Council District: 7; Community Plan: Mission Valley,1819000,1819000,"This project provides for a multi-use pedestrian and bicycle path under State Route 163 from Hazard Center Drive to Fashion Valley Mall on the north side of the San Diego River. The project includes a paved bicycle and pedestrian path, visitor kiosk, striping, signage, bollards, and lighting for the path underneath State Route 163.",This project is part of the Bicycle Master Plan to guide the development and the creation of a firm foundation for a bicycle-friendly environment to serve bicyclists and pedestrians throughout the City. These improvements will benefit the community by increasing the mobility and safety through the enhancement of the bicycle path environment.,0,0,0,0,0,0,0
2013,Drainage - Storm Drain Pipes,622,Transportation & Storm Water,San Remo Way Storm Drain,,,Council District: 2; Community Plan: Peninsula,305000,305000,This project provides for improved flood control by upgrading the existing pipe along San Remo Way.,This project will alleviate frequent flooding during normal storm events as a result of the cur- rent undersized storm drain.,0,0,0,0,0,0,0
2013,Trans - Ped Fac - Sidewalks,623,Transportation & Storm Water,Saturn Blvd Roadway Improvements,,,Council District: 8; Community Plan: Otay Mesa - Nestor,1673586,1673586,"This project provides for the widening of the west side of Saturn Boulevard, north of Grove Street. The project includes new pavement, with approximately 980 linear feet of new curb, gutter and side- walk, pedestrian ramps, retaining wall, drainage improvements and relocation of existing above ground utilities.",The project is located adjacent to a school where students disembark from a school bus and then walk to school via this route. This project would provide a safer pedestrian route for the students and also improve surface drainage.,0,0,0,0,0,0,0
2013,Trans - Ped Fac - Sidewalks,624,Transportation & Storm Water,School Traffic Safety Improvements,2014,2017,Council District: Citywide; Community Plan: Citywide,689832,1491722,"This annual allocation provides for the installation of traffic control devices, sidewalks, signal modifications, and other improvements that will serve to improve safety surrounding schools. This allocation can also be used to match State or federal grants for this purpose.",The Public Safety and Neighborhood Services Committee of the City Council requested that this program be instituted in order to proactively respond to school traffic safety problems in the City.,0,201890,200000,200000,200000,0,0
2013,Trans - Roadway - Enhance/Scape/Medians,625,Transportation & Storm Water,Scripps Ranch,2014,2014,Council District: 5; Community Plan: Scripps Miramar Ranch,1077994,1237994,"This project provides for median improvements on Scripps Ranch Boulevard between Hibert Street and Mira Mesa Boulevard and on Mira Mesa Boulevard from Interstate 15 to Scripps Ranch Boulevard. Bike lanes will also be added along Mira Mesa Boulevard. The improvements on Mira Mesa Boulevard will be done by a developer reimbursement agreement, and includes a new traffic signal and mid-block crosswalk at the Hibert Street driveway, restricting u-turns during peak hours for east bound to west bound Mira Mesa Boule- vard at Scripps Ranch Boulevard, and accommodating u-turns at the Scripps Ranch Boulevard and Erma Road intersection. The City will be responsible for the improvements on Scripps Ranch Boulevard.",This portion of Scripps Ranch Boulevard and Mira Mesa Boulevard is classified as a four-lane major street. The median improvement will improve vehicle access and operations per the Scripps Miramar Ranch Public Facilities Financing Plan - Project 34-2A and Project 34-2B.,0,160000,0,0,0,0,0
2013,Trans - Bridge - Vehicular,626,Transportation & Storm Water,Sea World Drive,2016,2017,Council District: 2; Community Plan: Mission Bay Park,4000000,120163209,"This project proposes to realign and widen the southbound off-ramp, reconfigure the off-ramp intersection to eliminate the free right turn onto Sea World Drive, widen the eastbound approach to the south- bound on-ramp, and increase storage on the overcrossing for the eastbound to northbound left turn at the north- bound on-ramp. In addition, this alternative proposes to provide a loop on ramp to northbound Interstate 5 from eastbound Sea World Drive. The eastbound and westbound approaches would be modified to provide required storage and the entire interchange would be relocated approximately 30-feet to the south to accommodate phased construction of a new overcrossing. In addition, when funding is identified, Sea World Drive will be widened to six lanes between Sea World Way and Interstate 5.",Widening Sea World Drive to six lanes and improving the Sea World Drive/Interstate 5 inter- change are necessary to meet existing and forecasted traffic volumes.,105438300,0,0,5455393,5269516,0,0
2013,Trans - Ped Fac - Sidewalks,627,Transportation & Storm Water,Sidewalk Repair and Reconstruction,2014,2019,Council District: Citywide; Community Plan: Citywide,8774377,11674377,"This annual allocation provides for the replacement of damaged sidewalks, curbs, and gutters Citywide.","This project replaces sidewalks, curbs, and gutters which have been damaged by City trees in areas near schools and parks and contributes to the City's ongoing efforts to promote walking as a mode of transportation.",0,900000,400000,400000,400000,400000,400000
2013,Trans - Ped Fac - Sidewalks,628,Transportation & Storm Water,Skyline Drive Improvements,,,Council District: 4; Community Plan: Skyline - Paradise Hills,2877294,2877294,"This project provides for improvements along Skyline Drive from 58th Street to Cardiff Street. These improvements include hardscape medians, traffic signal modifications, pavement enhancements, street lights, bus stops, pedestrian crossing improvements, traffic calming, and community signs.","The hardscaped medians, street lighting, and other proposed improvements will provide reduc- tion in vehicle travel delay at many intersections. In addition, the proposed improvements will increase pedes- trian and vehicular safety, particularly near many schools along the corridor. The project will also improve corridor walkability and add bicycle lanes that will provide connectivity to existing bicycle lanes.",0,0,0,0,0,0,0
