cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019
2013,Bldg - Water - Reservoirs/Dams,384,Public Utilities,Dams and Reservoirs,2015,2019,Council District: Citywide; Community Plan: Citywide,1405770,3306111,"This annual allocation provides for rehabilitating and reconstructing improvement projects at reservoirs and dams. Projects include resurfacing access roads, reconstructing berms, installing lighting around dams, and sandblasting and shotcreting all exposed surfaces of the dams.","The rehabilitation and reconstruction of access roads and the upgrading of berms, lighting, and all exposed surfaces of the dams are necessary to maintain access to and safety in the dam area. The State required improvements will also serve to satisfy a portion of the Division of Safety of Dams.",0,0,1554575,0,0,0,345766
2013,Water - Distribution Sys - Transmission,385,Public Utilities,Del Mar Heights East Segment,2015,2017,Council District: 1; Community Plan: Del Mar Mesa,100000,5263344,"This project provides for the installation of 2,800 feet of 36-inch pipe segments and 3,668 feet of parallel pipeline between Mona Lane and Lopielia Meadows Place for redundancy.",This pipeline was built in 1961 and has experienced leaks. It is in poor condition and has no corrosion protection. The original pipe was a 30-inch Steel Cylinder Rod Wrapped (SCRW) pipeline. This size is too small to meet projected demand increases in the area.,0,0,730282,3230946,1202116,0,0
2013,Water - Distribution Sys - Distribution,386,Public Utilities,Del Mar Heights Pipeline Relocation,2018,2019,Council District: 1; Community Plan: Del Mar Mesa,4350000,7950000,"This project will provide for the relocation and upsizing of an existing 36-inch pipeline in the ultimate right-of-way for Carmel Valley Road. The existing Del Mar Heights Pipeline will no longer follow the alignment of Carmel Valley Road, once Carmel Valley Road is improved to four lanes.","Future maintenance of this facility is enhanced when it is in an accessible and convenient loca- tion such as a public street right-of-way. This project will relocate the pipeline so that it can be easily main- tained, repaired, and serviced in the future.",0,0,0,0,0,900000,2700000
2013,Bldg - Other City Facility / Structures,387,Public Utilities,EAM ERP Implementation,2014,2016,Council District: Citywide; Community Plan: Citywide,0,12878000,"This project provides for the establishment of an integrated, real-time SAP ERP Enterprise Asset Management (EAM) software solution that builds upon the existing Citywide SAP ERP platform. The major legacy maintenance and asset management systems to be replaced within scope of this project are SWIM, EMPAC, and PSTools. Approximately 34 percent of all Metro Sewer Utility Fund","A comprehensive maintenance management system is required to appropriately manage the complex asset infrastructure needed to provide water and wastewater services to the San Diego region and to provide sophisticated asset capital planning activities to ensure future needs are met. The SAP ERP EAM implementation is a strategic project for investment in, and support of, the Citywide SAP ERP System for the City of San Diego which will provide the cornerstone EAM solution, Citywide.",0,5628000,5470000,1780000,0,0,0
2013,Bldg - MWWD - Laboratories,388,Public Utilities,EMT&S Boat Dock and Steam Line Relocation,2015,2015,Council District: 2; Community Plan: Peninsula,1732137,2018535,"The Environmental Monitoring and Technical Services (EMTS) Laboratory Boat Dock and Steam Line Project provides for the design and construction of a boat dock located in the channel adjacent to the EMTS laboratory, as well as the installation of an esplanade and undergrounding of approximately 600 feet of an above-ground steam line situated along the frontage of the boat channel. Approximately 34 percent of all Metro Sewer Utility Fund","As part of a Public Benefit Conveyance (PBC) from the federal government, MWWD designed and constructed a 40,000 square foot ocean monitoring laboratory which is now in operation. The design of this project included a boat dock to service the laboratory. Permits obtained as part of the construction required Metro to fund a portion of a future park esplanade located adjacent to the laboratory frontage. To gain future unobstructed access to the boat dock, and to provide unobstructed access to the future esplanade, the existing steam line must be undergrounded. Public Utilities currently leases boat dock space at Driscoll's Wharf and this project would eliminate this ongoing expense.",0,0,286398,0,0,0,0
2013,Wastewater - Collection Sys - Trunk Swr,389,Public Utilities,East Mission Gorge Force Main Rehabilitation,2016,2018,Council District: 7; Community Plan: Navajo,654640,6191835,This project provides for the rehabilitation of the East Mission Gorge force main due to deterio- ration of the pipeline concrete lining from sulfuric acid build-up.,This project provides for the rehabilitation of the force main in order to prevent breakage of the force main and prevent potential sewage spills.,0,0,0,518062,2856302,2162831,0
2013,Wastewater - Collection Sys - Trunk Swr,390,Public Utilities,East Point Loma Trunk Sewer,,,"Council District: 2; Community Plan: Peninsula, Midway - Pacific Highway",3430000,3430000,"Construction consists of the rehabilitation of approximately 4,932 feet of 27-inch & 3,229 feet of 30-inch trunk sewer mains, the rehabilitation of sewer manholes, and sewer laterals connections, and all other work and appurtenances necessary to complete the work. The affected streets are Nimitz Boulevard, Barnett Avenue, and Cushing Road between Nimitz Boulevard and Barnett Avenue.",The existing system is almost 60 years old and needs to be rehabilitated.,0,0,0,0,0,0,0
2013,Water - Distribution Sys - Distribution,391,Public Utilities,El Capitan Pipeline #2 Valves,,,Council District: Non-city; Community Plan: Non City,1314617,1314617,"This project previously provided for a pipeline parallel to the existing 48-inch El Capitan Pipe- line with 41,490 linear feet of new 54-inch pipeline. Now the project will replace the existing 48-inch butterfly valve at station 16+00 with a 48-inch plug valve and a 48-inch energy dissipater valve. It will also replace the existing 30-inch plug valve at station 17+00 with a 30-inch plug valve and a 30-inch energy dissipater valve to assist with a thorough condition assessment of the pipeline.",The existing valves are leaking and need to be replaced. The valves are part of the emergency drawdown system required by Division Safety of Dams - State Department (DSOD) for El Capitan Reservoir.,0,0,0,0,0,0,0
2013,Bldg - Water - Reservoirs/Dams,392,Public Utilities,El Capitan Reservoir Road Improvements,2016,2018,Council District: Non-city; Community Plan: Non City,426601,2633696,This project provides for repairing and widening the access road to El Capitan Reservoir.,"The existing access road is narrow and has become a safety concern due to rain induced slough- ing. Widening the road will improve accessibility to the reservoir, accommodate recreation activities, and assist maintenance efforts for the reservoir.",0,0,0,189564,1840809,176722,0
2013,Water - Distribution Sys - Distribution,393,Public Utilities,El Monte Pipeline #2,,,Council District: 7; Community Plan: Navajo,3748000,3748000,"This project will perform a condition assessment on the existing 63,900 foot long 48-inch to 72- inch diameter pipeline between the Lakeside Pump Station and the Alvarado Water Treatment Plant.",This project is necessary to ensure that future water demands are met in the Alvarado service area.,0,0,0,0,0,0,0
2013,Water - Distribution Sys - Distribution,394,Public Utilities,Freeway Relocation,2015,2015,Council District: Citywide; Community Plan: Citywide,2782970,3217470,This annual allocation provides funding to relocate water lines in conflict with the State Depart- ment of Transportation highway construction zones.,Waterline relocation is required by the State Department of Transportation's effort to expand the State Highway System. Relocation projects are accomplished in conjunction with highway projects sched- uled by the State Department of Transportation.,0,0,434500,0,0,0,0
2013,Bldg - Water - Wells,395,Public Utilities,Groundwater Asset Development Program,,,Council District: Citywide; Community Plan: Citywide,4673365,4673365,"This annual allocation provides for investigation work related to legal, technical, regulatory, and water quality issues; and for the planning, design, and construction of groundwater facilities to increase the local water supply.","The City imports 90 percent of its water from the Colorado River and the State Water Project. The City has access to nine under-utilized groundwater assets that could be developed to supply new yield, sea- sonal storage, or carryover storage.",0,0,0,0,0,0,0
2013,Water - Distribution Sys - Transmission,396,Public Utilities,Harbor Drive Pipelines Replacement,,,"Council District: 2, 3; Community Plan: Old San Diego, Ocean Beach, Peninsula",9571398,9571398,This project replaces 4.4 miles of 16-inch cast iron water pipeline from the Harbor Drive Bridge to the Point Loma Reservoir.,"These improvements are necessary to prevent water pipe breaks and to ensure a continuous water supply to the Ocean Beach, Old San Diego, and Peninsula community planning areas.",0,0,0,0,0,0,0
2013,Wastewater - Collection Sys - Trunk Swr,397,Public Utilities,Harbor Drive Trunk Sewer Replacement,,,Council District: 8; Community Plan: Barrio Logan,12398748,12398748,This project provides for upgrading and replacing existing portions of 39-inch Harbor Drive Trunk Sewer with 48-inch pipelines.,"The existing trunk sewer has a portion constructed of techite pipeline, which has been prone to structural failure.",0,0,0,0,0,0,0
2013,Water - Distribution Sys - Transmission,398,Public Utilities,La Jolla Scenic Drive 16inch Main,2014,2017,Council District: 1; Community Plan: La Jolla,0,8932141,"This project provides for replacement of 6-inch, 8-inch, and 12-inch pipelines with 15,635 lin- ear feet of 16-inch pipe from the Soledad Reservoir that travels south along La Jolla Scenic Drive South; contin- ues onto La Jolla Rancho Road, La Jolla Mesa Drive, Muirlands Drive, and El Camino Del Teatro; rejoins Muirlands Drive and Nautilus Street; and terminates at Fairway Road and the Muirlands Pump Station (PS). It will connect the Muirlands PS to the south Soledad Muirlands (725 Zone) to provide backup supply to the 725 Zone, and to solve fire flow deficiency and maintain peak pressures.","The current distribution grid has insufficient capacity to meet fire flow requirements, and is a bottleneck that leads to two isolated portions of the 725 Zone. If either of the pump/reservoir tandems that feed the zone go out of service, feed from the other tandem could not effectively be moved across the zone.",0,724089,3135507,4375765,696780,0,0
2013,Wastewater - Collection Sys - Trunk Swr,399,Public Utilities,Lake Murray Trunk Sewer,,,Council District: 7; Community Plan: Navajo,11010798,11010798,"This project provides for the replacement of 15,900 linear feet (3.01) miles of existing 12-inch, 15-inch, and 18-inch diameter and installation of maintenance access pathways.",This project provides for the upsizing of the trunk sewer to meet build-out capacity.,0,0,0,0,0,0,0
2013,Water - Distribution Sys - Transmission,400,Public Utilities,Large Diameter Water Transmission PPL,2014,2018,Council District: Citywide; Community Plan: Citywide,0,17171380,This annual allocation allows for the replacement of 16-inch and larger diameter water pipelines at various locations throughout the City.,This annual allocation provides for the replacement of large diameter pipelines that are in a deteriorated condition or have reached the end of their service life.,0,780113,9722026,3146978,3007857,514406,0
2013,Water - Distribution Sys - Transmission,401,Public Utilities,"Lindbergh Field 16"" Cast Iron Main Replacement",,,"Council District: 2, 3; Community Plan: Midway - Pacific Highway",3477779,3477779,This project replaces 1.34 miles of pipeline and relocates the 16-inch cast iron transmission main from adjacent to the departure taxiway at Lindbergh Field to the public street which is more accessible for oper- ation and maintenance.,"In case of a pipe failure requiring Water Operations to perform emergency repair, the pipeline must be relocated to a location outside the secured Airport property that is more accessible for operation and maintenance. The 12-inch and 16-inch cast iron pipe was installed in the 1940s.",0,0,0,0,0,0,0
2013,Water - Distribution Sys - Transmission,402,Public Utilities,Little McGonigle Ranch Road Pipeline,,,"Council District: 1; Community Plan: Del Mar Mesa, Pacific Highlands Ranch",757000,757000,"This project provides for the construction of approximately 15,800 linear feet of 30-inch diame- ter water transmission pipeline in Carmel Mountain Road and Little McGonigle Ranch Road within the Del Mar Mesa and Pacific Highlands Ranch communities to provide capacity for both Del Mar Mesa and Pacific Highlands Ranch.",The pipeline is required to provide capacity in the water system to adequately supply the demand resulting from the build-out of the Del Mar Mesa and Pacific Highlands Ranch communities.,0,0,0,0,0,0,0
2013,Bldg - Water - Reservoirs/Dams,403,Public Utilities,Lower Otay Outlet Tower,2014,2016,Council District: Non-city; Community Plan: Non City,168248,5505385,This project provides for the upgrade/replacement of the Lower Otay Outlet Tower.,Seismic analysis concluded that the tower's concrete has an overstress in flexural tension. Both the tower and the tower foundation are in danger of failure.,0,131327,1617047,3588763,0,0,0
2013,Bldg - Water - Reservoirs/Dams,404,Public Utilities,Lower Otay Reservoir Emergency Outlet Improvements,2014,2014,Council District: Non-city; Community Plan: Non City,1381428,2000000,This project provides for the installation of two sluice gates on the auxiliary spillway to improve draw-down capacity.,The State Department of Safety of Dams requires an emergency draw-down capability of 10 percent of reservoir capacity in 10 days. Lower Otay Reservoir (backed up by Savage Dam) requires 56 days for 10 percent draw-down in order to prevent a risk of dam failure.,0,618572,0,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,405,Public Utilities,MBC Biosolids Storage Silos,2014,2014,Council District: 6; Community Plan: Non City,8707993,9047838,This project provides for two additional biosolid storage silos (numbers 9 and 10). Approxi- mately 34 percent of all Metro Sewer Utility Fund,"When a silo is out of service, silo storage capacity is frequently exceeded. In order to accom- modate such events and to restore adequate silo capacity, it is essential to build two more storage silos.",0,339845,0,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,406,Public Utilities,MBC Dewatering Centrifuges Replacement,2014,2015,Council District: 6; Community Plan: Non City,2936837,11442554,This project provides for the replacement of six of the eight existing dewatering centrifuges with six larger capacity units to handle larger future biosolids flows. The existing units are also near the end of their useful life. Approximately 34 percent of all Metro Sewer Utility Fund,"This project will increase the production capacity of the dewatering centrifuges to accommo- date plant shutdowns for maintenance and construction, to accommodate future flows, and to address diverse types of constraining operational factors that limit current capacity. To achieve the required capacity, the exist- ing dewatering centrifuge units must be replaced with larger units.",0,4591817,3913900,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,407,Public Utilities,MBC Odor Control Facility Upgrades,2014,2015,Council District: 6; Community Plan: Non City,3496231,6200000,This project provides for upgrading the odor control system fans and ducting to reduce system headlosses and improve overall foul air collection efficiency at the various process areas. Access platforms will also be installed at monitoring instruments and damper locations. Approximately 34 percent of all Metro Sewer Utility Fund,"Several areas at the Metro Biosolids Center (MBC) have been identified to cause significant odor problems due to foul air collection deficiencies because of insufficient fan capacity and high headlosses, including poorly located foul air collection registers. Installing access platforms at the monitoring instruments and air volume control dampers will provide safe and timely access for operation and maintenance needs.",0,1022262,1681507,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,408,Public Utilities,Metro Facilities Control Systems Upgrade,,,"Council District: 1, 2; Community Plan: University, Peninsula",8270388,8270388,"This project provides for replacement and upgrade of existing control systems at various Metropolitan Wastewater treatment and pump station facilities. These include Metro Biosolids Center (MBC), North City Water Reclamation Plant (NCWRP), and Point Loma Water Treatment Plant (PLWTP). Approximately 34 percent of all Metro Sewer Utility Fund",This project is needed to provide replacement of existing control systems at various facilities. The existing control systems are microprocessor/computer-based. The life cycle of these sys- tems is seven to 10 years. Replacement will also provide an upgrade in technology. The change in technology will provide the facilities with greater control system capabilities and are essential for future facility expansion.,0,0,0,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,409,Public Utilities,Metro Treatment Plants,2014,2019,"Council District: 2, 6, 7, 8; Community Plan: Peninsula, University, Tijuana River Valley",15910215,27839460,"This annual allocation provides for replacement or improvements of facilities at Metro Treat- ment Plants: Point Loma Wastewater Treatment Plant (PLWTP), North City Water Reclamation Plant (NCWRP), South Bay Water Reclamation Plant (SBWRP), and Metro Biosolids Center (MBC). Approxi- mately 34 percent of all Metro Sewer Utility Fund",Various facilities require replacement due to increasing wastewater flows and to be compliant with current regulatory requirements. This annual allocation will be considered an enhancement to the facility and does not include operation and maintenance.,0,1700000,4000000,3229245,1000000,1000000,1000000
2013,Bldg - MWWD - Pump Stations,410,Public Utilities,Metropolitan System Pump Stations,2018,2018,Council District: Citywide; Community Plan: Citywide,10390123,10655000,"This annual allocation provides for comprehensive upgrades, design modifications, and renova- tions or replacement of equipment such as pumps, valves, tanks, controls, odor control systems, etc. at Metro- politan System Pump Stations 1, 2, Otay River and Grove Avenue. Approximately 34 percent of all Metro Sewer Utility Fund",These improvements will allow pump stations to run more efficiently and increase the reliabil- ity of the Metropolitan Wastewater System.,0,0,0,0,0,264877,0
2013,Wastewater - Collection Sys - Trunk Swr,411,Public Utilities,Metropolitan Waste Water Department Trunk Sewers,2015,2019,Council District: Citywide; Community Plan: Citywide,49336354,74631911,"This annual allocation provides for the replacement of trunk sewers at various locations, includ- ing canyons, within the City limits. Approximately 34 percent of all Metro Sewer Utility Fund","This annual allocation provides for the upgrading of trunk sewers, to improve the level of ser- vice to residents of the City of San Diego and to comply with regulatory agencies by reducing the possibility of sewer spills.",0,0,1220504,1822496,8432797,9820613,3999147
2013,Bldg - Water - Standpipes,412,Public Utilities,Miramar Clearwell Improvements,2014,2019,Council District: 5; Community Plan: Scripps Miramar Ranch,3640000,85000000,This project will construct two new clearwells just west of the Miramar Water Treatment Plant and a lift station after the filters.,This project will replace the existing clearwells at Miramar Water Treatment Plant. The exist- ing clearwells were determined to have significant structural issues. The lift station will improve filter perfor- mance and increase hydraulic grade line to 712 feet.,0,2400000,1400000,6400000,25478039,27281961,18400000
2013,Bldg - Water - Treatment Plants,413,Public Utilities,Miramar Contract A Roof System Redesign,2014,2014,Council District: 5; Community Plan: Scripps Miramar Ranch,3000000,7557000,This project is to replace and/or rehab the leaking roof systems on buildings at the Miramar Water Treatment Plant (WTP) facility.,"The Miramar WTP is a key facility within the City's water system that supplies nearly 50 per- cent of the City of San Diego's treated water demand. Leaks from the failing roof systems could result in a water treatment plant shutdown, potentially leaving customers out of water service.",0,4557000,0,0,0,0,0
2013,Bldg - Water - Treatment Plants,414,Public Utilities,Miramar Water Treatment Plant Upgrade & Expansion,,,Council District: 5; Community Plan: Scripps Miramar Ranch,120568505,120568505,"This project provides for upgrades to and expansion of the Miramar Water Treatment Plant, including construction of state-of-the-art filters, rapid mix and de-aeration facilities, chlorine and chemical facilities, four flocculation and sedimentation basins, an ozone structure with generation equipment, site paving, landscaping, and an administration building.","The Safe Drinking Water Act, mandated by the Environmental Protection Agency and the Department of Public Health, dictates the need to upgrade the existing treatment plant. Increasing demands on the plant by the rapidly growing North City area also necessitate its expansion.",0,0,0,0,0,0,0
2013,Water - Distribution Sys - Distribution,415,Public Utilities,Montezuma Pipeline,2014,2017,"Council District: 7, 9; Community Plan: College Area, Eastern Area (Mid-City), Navajo",518200,17200000,"This project will construct a new 66-inch pipeline from the Alvarado Water Treatment Plant Clearwells to the existing 48-inch Mid-City Pipeline, which crosses Highway 8. Approximate pipeline length is 6,505 linear feet.","This project will give complete redundancy to the Trojan Pipeline and will add transmission capacity to all of San Diego, south of Highway 8. The project will provide a back-up supply for the aging 54- inch Trojan Pipeline that currently supplies the Mid-City Pipeline west of the 63rd Street inter-tie, a second sup- ply line to the largest region of the Alvarado Water Treatment Plant service area, and a back-up service that will allow the Trojan Pipeline to be removed from service for inspection. In addition, the project provides connec- tions for a new 69th and Mohawk Pump Station to become the lead supply to the Redwood Village (645 Zone).",0,2000000,2000000,11000000,1681800,0,0
2013,Wastewater - Collection Sys - Trunk Swr,416,Public Utilities,Montezuma Trunk Sewer,,,"Council District: 7, 9; Community Plan: College Area",6182094,6182094,"This project provides for the replacement of approximately 6,769 feet of the existing 12-inch and 15-inch trunk sewer with 21-inch pipe.",This trunk sewer will be upgraded with a larger pipe to accommodate future flow capacity.,0,0,0,0,0,0,0
2013,Bldg - Water - Reservoirs/Dams,417,Public Utilities,Morena Reservoir Outlet Tower Upgrade,2014,2014,Council District: Non-city; Community Plan: Non City,809233,5680000,"This project upgrades the outlet tower to meet seismic requirements, replaces the electrical sys- tem and outlet tower piping, interior and exterior valves, and platforms. It will add a 100-foot long, 6-foot wide pedestrian bridge from the dam to the outlet tower and two sluice gates at the emergency spillway.","The aging outlet tower components are in need of replacement for safety and ease of operation. Furthermore, the electrical system needs to be upgraded to meet current standards, provide better control, and provide safety and better accessibility.",0,4870768,0,0,0,0,0
2013,Bldg - MWWD - Treatment Plants,418,Public Utilities,Municipal Facilities Control Systems Upgrade,2014,2014,"Council District: 1, 5; Community Plan: Torrey Pines, Miramar Ranch North",0,1810000,This project provides for replacement and upgrade of existing control systems at Pump Station 64 and Penasquitos Pump Station.,This project is needed to provide replacement of existing control systems at various facilities. The existing control systems are microprocessor/computer-based. The lifecycle of these systems is seven to 10 years. Replacement will also provide an upgrade in technology. The change in technology will provide the facil- ities with greater control system capabilities and are essential for future facility expansion.,0,1810000,0,0,0,0,0
2013,Bldg - MWWD - Pump Stations,419,Public Utilities,NCWRP Sludge Pump Station Upgrade,2014,2014,Council District: 1; Community Plan: University,707096,857096,This project provides for the correction of a vibration problem at the North City Water Reclama- tion Plant (NCWRP) Sludge Pump Station. Approximately 34 percent of all Metro Sewer Utility Fund expen- ditures related to this project are funded by Participating Agencies.,"Excessive vibration of the pump and flywheel contribute to wear and tear of equipment. The vibration also generates tremendous heat. The excessive vibration and heat can cause premature failure of equipment, impact operational efficiency, and have structural impacts at the facility.",0,150000,0,0,0,0,0
2013,Reclaimed Water System - Pipelines,420,Public Utilities,North City Reclamation System,,,Council District: Citywide; Community Plan: Citywide,12337997,12337997,"This annual allocation provides recycled water to the Northern Service Area extending from Black Mountain Road west, along the I-56 corridor, to Carmel Valley. Portions of the recycled water pipeline expansion have been completed; bringing service to Olivenhain Municipal Water District and the communities of Black Mountain Ranch and Santa Luz. Recycled water pipelines are planned in Carmel Valley, Pacific High- lands, Los Penasquitos Canyon, and Camino Del Sur. State Proposition 50 (Integrated Regional Water Manage- ment Plan) and Bureau of Reclamation Title 16 Grant funds are anticipated for this project.",Segments of recycled water pipelines have been constructed by private developers or Caltrans. The City needs to construct the remaining portions to complete the system and start delivering recycled water. The City also needs to expand the distribution system to customers already retrofitted to use recycled water.,0,0,0,0,0,0,0
2013,Water - Distribution Sys - Transmission,421,Public Utilities,Otay 1st/2nd PPL Abandon East of Highland Avenue,2014,2015,"Council District: 4, 9; Community Plan: City Heights (Mid-City), Eastern Area (Mid-City)",1063250,7221721,"This project will abandon approximately 13,630 feet of aged 30-inch and 36-inch pipes, identi- fied as Otay 1st and 2nd water transmission pipelines. These pipelines sections will be abandoned from High- land Avenue and Wightman Street east to 54th Street. This project will also install approximately 8,120 feet of new 16-inch distribution mains from a 12-inch line at University Avenue and Winona Avenue to 54th Street and Chollas Station Road.","This project will abandon approximately 13,630 feet of existing Cast Iron Cement Lined, Rein- forced Concrete Steel Cylinder and Cement Mortar Lined Coated Steel pipes in accordance with California Department of Public Health's compliance order 04-14-96CO-022. These pipelines, constructed as early as 1915, have reached the end of their lifecycle and have become a liability to the City. In order to provide system redundancy and maintain distribution needs, approximately 8,120 feet of new 16-inch distribution mains will be installed.",0,900000,5258471,0,0,0,0
2013,Water - Distribution Sys - Transmission,422,Public Utilities,Otay 1st/2nd PPL Abandon West of Highland Avenue,2014,2017,"Council District: 3, 9; Community Plan: Greater North Park, City Heights",150000,26328464,"This project provides for replacement of the Otay 1st and 2nd Pipeline (west of Highland Ave- nue, along the existing Otay 2nd alignment). It will replace 14,572 linear feet of existing cast iron Otay 2nd Pipeline with a new 42-inch Wightman Street Pipeline, primarily along existing Otay 2nd alignment from High- land Avenue and Polk Avenue to the University Heights Reservoir at Howard Avenue and Idaho Street. The reach on Highland Avenue includes replacement of 1,328 linear feet of the existing cast iron Otay 1st Pipeline. It will also replace 10,896 linear feet of the cast iron Otay 1st Pipeline from Highland and Polk to the University Heights Reservoir with a 16-inch distribution line.","This project will develop a replacement and/or abandonment plan to remove the existing cast iron segments of pipeline west of Highland Avenue. Cast iron reaches of the Otay 1st and 2nd Pipelines are nei- ther safe nor reliable facilities, and may contribute to poor water quality.",0,338051,6643357,9105132,10091924,0,0
2013,Water - Distribution Sys - Transmission,423,Public Utilities,Otay Second Pipeline Improvements,,,"Council District: 4, 9; Community Plan: Skyline - Paradise Hills, Southeastern San Diego",2999869,2999869,This project provides funding to evaluate the condition of existing water pipelines and to make appropriate upgrades and replacements to the pipeline.,"This pipeline was originally installed in 1928 and has exceeded its useful life expectancy of 60 years. Breaks in the pipeline have revealed severe pipe corrosion in certain locations, requiring upgrades and replacement.",0,0,0,0,0,0,0
2013,Bldg - Water - Treatment Plants,424,Public Utilities,Otay Water Treatment Plant Upgrade & Expansion,,,Council District: Non-city; Community Plan: Non City,28789552,28789552,"This project provides for upgrading the treatment processes at the Otay Water Treatment Plant (Phases 1 and 2) to comply with the Safe Drinking Water Act standards. The Safe Drinking Water Act is a fed- eral act, enforced by the State of California.",New standards required by the Safe Drinking Water Act dictate the need to upgrade the existing water treatment plant standards.,0,0,0,0,0,0,0
2013,Bldg - MWWD - Pump Stations,425,Public Utilities,PS2 Power Reliability & Surge Protection,2014,2016,Council District: 2; Community Plan: Midway - Pacific Highway,2878281,31200000,This project will improve the reliability of the Pump Station 2. It will also provide the required surge protection and backup power against an electrical outage in compliance with the Environmental Protec- tion Agency (EPA) recommendation of standby power for essential facilities. Approximately 34 percent of all Metro Sewer Utility Fund,"Sewer Pump Station 2 currently has three feeds from San Diego Gas and Electric (SDG&E). Two of the feeds are fed from the same substation. Neither of the two SDG&E substations provides 100% power to Pump Station 2. EPA guidelines recommend that facilities like Pump Station 2 be equipped with two separate and independent sources of electrical power provided from either two separate utility substations or from a single substation and a plant base generator. The current pump station electrical configuration does not comply with the EPA recommendations. Besides satisfying the EPA guidelines, it is also required that force main surge protection be provided at all times during pump station operation and in the event of a total power failure.",0,351719,13970000,14000000,0,0,0
2013,Water - Distribution Sys - Transmission,426,Public Utilities,Pacific Beach Pipeline South (W),2014,2017,"Council District: 2, 6; Community Plan: Pacific Beach, Midway - Pacific Highway, Mission Bay Park",1750000,21073000,"Replacement of approximately 7.33 miles of existing transmission and distribution mains known as Pacific Beach Pipeline along Ingraham Street, West Mission Bay Drive, Sports Arena Boulevard, Midway Drive, Enterprise Street, Pacific Highway, Kurtz Street, Hancock Street, California Street, West Walnut Ave- nue, Vine Street, and Kettner Boulevard from the Buena Vista Street and Ingraham Street intersection through the Upas and Kettner Boulevard intersection. The project also includes demolition of the existing Pacific Beach Reservoir, abandonment of existing 16-inch pipeline from this reservoir through Tourmaline Street and Foothill Boulevard, and replacement of adjacent water mains along West Mission Bay Drive from Mission Boulevard through Ingraham Street, along Hancock Street from Estudillo Street through Noell Street, along West Wash- ington Street from Hancock Street through Pacific Highway, and along Anna Avenue from Pacific Highway to Lovelock Street.","This project is needed to replace cast iron pipe, provide supply reliability to Pacific Beach, improve water quality, reduce energy waste at the Miramar County Water Authority Pumpback facility, reduce peaking problems in the Miramar Water Treatment Plant service area, and to provide supply flexibility (Alvar- ado vs. Miramar).",0,900000,900000,7000000,10523000,0,0
2013,Wastewater - Collection Sys - Main,427,Public Utilities,Pipeline Rehabilitation,2014,2019,Council District: Citywide; Community Plan: Citywide,68700618,185977916,This annual allocation provides for the rehabilitation and repair of deteriorated sewers and man- holes at various locations within the municipal wastewater system.,"This annual allocation provides for the extension of the useful life of sewers and manholes, improvements in the level of service to the residents of San Diego, and compliance with regulatory agencies' standards by reducing the possibility of sewer spills.",0,25306271,25000000,17765744,17205283,16000000,16000000
2013,Bldg - MWWD - Treatment Plants,428,Public Utilities,Point Loma Grit Processing Improvements,2014,2014,Council District: 2; Community Plan: Peninsula,28451864,34614085,This project provides for upgrading the existing grit removal process at the Point Loma Waste- water Treatment Plant which includes new grit agitation blowers enclosed in a sound dampening facility and the associated air piping. Approximately 34 percent of all Metro Sewer Utility Fund,The Point Loma Wastewater Treatment Plant has six aerated grit removal tanks. The plant is not achieving desirable grit removal because the existing grit processing equipment is unable to extract fine sand or silt. The grit accumulated downstream of the grit tanks reduces the efficiency of processing equipment and minimizes the biosolid treatment in the digesters.,0,6162221,0,0,0,0,0
2013,Water - Distribution Sys - Transmission,429,Public Utilities,Pressure Reduction Facility Upgrades,,,Council District: Citywide; Community Plan: Citywide,100000,100000,This annual allocation provides for replacing existing pressure reducing stations or expanding pressure capacities to meet present and future water demands.,Increasing demands for water throughout the City requires pressure reducing stations to better control water pressure throughout the City's system. This annual allocation will continue to fund the replace- ment and expansion of pressure reduction facilities.,0,0,0,0,0,0,0
2013,Bldg - MWWD - Pump Stations,430,Public Utilities,"Pump Station 64,65, Penasquitos, E Mission Gorge",2014,2019,Council District: Citywide; Community Plan: Citywide,8039440,9493059,"This annual allocation provides for the comprehensive upgrades, design modifications, and ren- ovations or replacement of equipment, such as pumps, valves, tanks, controls, and odor control systems at the pump stations.",These improvements will allow the pump stations to run efficiently and increase the reliability of the Municipal Wastewater System.,0,500000,0,0,253619,350000,350000
2013,Bldg - MWWD - Pump Stations,431,Public Utilities,Pump Station 84 Upgrade & Pump Station 62 Abandon,,,"Council District: 1, 5; Community Plan: Rancho Bernardo, Rancho Penasquitos",12710452,12710452,This project provides for the elimination of Sewer Pump Station 62 through the installation of various pipelines and the upsizing of the existing Sewer Pump Station 84.,This project is needed to optimize the sewage system and to eliminate Sewer Pump Station 62.,0,0,0,0,0,0,0
