cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2018,year_2019,year_2020,year_2021,year_2022
2017,Roadway,466,Transportation & Storm Water,Carmel Vly Rd Widening(Camino Del Sur to Blk MtnRd,RD15001,,,Council District: 5; Community Plan: Torrey Highlands,1774058,1774058,This project provides for reimbursement to a developer for the design and,This facility is required to accommodate traffic generated by new development Fiscal Year 2018. in Torrey Highlands and surrounding communities as well as existing sub-regional traffic needs.,0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,467,Transportation & Storm Water,Carroll Cyn Rd/Sorrento Valley Rd Dist 1,S00841,,,Council District: 1 6; Community Plan: C24 Mira Mesa; Torrey Pines,21057999,21057999,This project provides for a modified four-lane collector street from Sorrento,The Carroll Canyon Road extension project is necessary in accordance with,0,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,468,Transportation & Storm Water,Cherokee Street Improvements,S00921,,,Council District: 3; Community Plan: Mid-City: Normal Heights,1930004,1930004,"This project provides for the reconstruction of the curbs, gutters, and sidewalks",This project is required in order to mitigate drainage problems and reduce Construction began in Fiscal Year 2016 and was completed in Fiscal Year 2017. Warranty flooding. period will continue through Fiscal Year 2018.,0,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,469,Transportation & Storm Water,City Heights Pedestrian Improvements,S15044,,,Council District: 9; Community Plan: Mid-City: City Heights,4332821,4332821,"This project will remove, replace and install new sidewalks, curbs, gutters and",This project will advance the visions and goals of the community by improving 2017 and is,0,0,0,0,0,0
2017,Trans - Bicycle Facilities (All Class.),470,Transportation & Storm Water,Coastal Rail Trail,S00951,,,Council District: 1; Community Plan: La Jolla,3042271,24467899,This project provides for identifying the best alignment for a bikeway route of,"This project is part of a larger multi-jurisdictional project, which proposes a and",21425628,0,0,0,0,0
2017,Drainage - Storm Drain Pipes,471,Transportation & Storm Water,Coolidge Street Storm Drain,S11003,,,Council District: 7; Community Plan: Linda Vista,655223,655223,This project provides for improved flood control by upgrading the existing pipe,This project will alleviate frequent flooding during normal storm events as a warranty period will be completed and the project closed in Fiscal Year 2018. result of the current undersized storm drain.,0,0,0,0,0,0
2017,Trans - Roadway,472,Transportation & Storm Water,Del Sol Boulevard-Central,S00858,2018,2018,Council District: 8; Community Plan: Otay Mesa,5088193,5571791,This reimbursement project provides for construction of the central section of,"The transportation element of the Otay Mesa Community Plan suggests that Year 2014. A two-year maintenance period was completed in Fiscal Year 2016. Phase I will an integrated transportation network will provide mobility and accessibility for the residents be closed pending fulfillment of the reimbursement agreement obligations by the School and business travelers to, from, and through the community. See companion projects T-4.1 District. Phase II will be designed and constructed by the City to complete the connection and T-4.2 in the Otay Mesa Public Facilities Financing Plan. from Phase I to the existing westerly terminus. The",0,483598,0,0,0,0
2017,Trans - Roadway,473,Transportation & Storm Water,Dennery Road East,S10018,,,Council District: 8; Community Plan: Otay Mesa,718092,718092,"This project provides for constructing approximately 2,900 linear feet as a two-",This project is required to accommodate the additional traffic generated as a collected within the community. result of development in the Otay Mesa community. See Otay Mesa Public Facilities,0,0,0,0,0,0
2017,Drainage - Storm Drain Pipes,474,Transportation & Storm Water,Drainage Projects,ACA00001,2018,2022,Council District: Citywide; Community Plan: Citywide,54915798,237893745,This annual allocation provides for reconstructing or replacing failed,"This project provides for the high priority redesign and reconstruction of authorized the reallocation of $5.6 million from Watershed CIP (ACC0001) to Drainage existing storm drain structures. There are currently over 900 miles of storm drains in the City Projects (ACA00001). An additional $0.4 million was transferred from Street Resurfacing and of San Diego. These storm drains can fail because of a variety of reasons (system material, Reconstruction (AID00005) from bond financing. Midway/Pacific Highway Urban Community age, earth movement, etc). The Operations and Maintenance Section of the Storm Water funding in the amount of $703,625 was appropriated in this project for design and Division regularly cleans these systems and performs minor repairs; however, storm drain construction of Pump Station D and L. For Fiscal Year 2018, an increase of $875,000 in this systems that require redesign and reconstruction are often encountered. fund will support the continuing work needed in Pump Station D. The Fiscal Year 2018",100589181,20441804,12868758,14839310,17993222,16245672
2017,Trans - Bridge - Vehicular,475,Transportation & Storm Water,El Camino Real to ViaDeLaValle (1/2 mile),S00856,2018,2020,Council District: 1; Community Plan: C15 Future Urbanizing Area - Subarea 2,10359796,35192413,This project provides for replacing the existing two-lane bridge with a four-lane,This project will replace the existing bridge and modify the segment of El in Fiscal Year 2017. Design began in Fiscal Year 2017 and will be completed in Fiscal Year Camino Real between Via de la Valle and San Dieguito Road in order to ensure a structurally 2018. Land acquisition is,3200000,936959,0,20695658,0,0
2017,Trans - Bicycle Facilities (All Class.),476,Transportation & Storm Water,El Camino Real/SR 56 Bike Path Connector,S00981,,,Council District: 1; Community Plan: Carmel Valley,555339,555339,"The project provides a new bike path connector, a concrete driveway apron,",This project is required in order to provide a safe method of bicycle access,0,0,0,0,0,0
2017,Trans - Roadway,477,Transportation & Storm Water,Euclid Avenue & Home Improvements,S00886,,,Council District: 9; Community Plan: Mid-City: Normal Heights,1012739,1012739,This project provides for street improvements recommended in the Euclid,"Euclid Avenue carries a traffic volume in excess of its design capacity, to traffic. Landscaping will begin in Fiscal Year 2017 and be completed in Fiscal Year resulting in significant congestion, which impacts neighboring properties. Traffic speed, 2018. Landscaping will be completed in Fiscal Year 2018. The project will be closed out after volume, and a deficiency in pedestrian infrastructure compromise pedestrian safety. completion of landscaping services.",0,0,0,0,0,0
2017,Trans - Signals - Calming/Speed Abatemt,478,Transportation & Storm Water,Five Points Neighborhood Pedestrian Impr,S00988,,,Council District: 2 3; Community Plan: Uptown; Midway - Pacific Highway,889999,889999,"The project provides for the construction of pedestrian curb extension,","This project is needed to address public concerns regarding pedestrian safety transferred to this project from New Walkways, AIK00001, to ensure funding for project close in the Five Points Neighborhood. out and warranty activities. The project",0,0,0,0,0,0
2017,,479,Transportation & Storm Water,Florida Drive Median Improvements / S11057  Trans - Roadway - Enhance/Scape/Medians,S11057,,,Council District: 3; Community Plan: Balboa Park,1204360,1204360,This project provides for the installation of median improvements on Florida,This project will enhance roadway conditions by reducing the occurrence of,0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,480,Transportation & Storm Water,Genesee Avenue Widen I-5 Crossing,S00839,,,Council District: 1; Community Plan: C53 University,22587666,22587666,This project provides for widening Genesee Avenue to six lanes plus dual turn,This project is needed to improve traffic flow. It is included in the Council-,0,0,0,0,0,0
2017,Trans - Roadway - Enhance/Scape/Medians,481,Transportation & Storm Water,Genesee Avenue-Nobel Dr to SR 52,S00852,2019,2020,Council District: 1; Community Plan: C53 University,1948599,18629699,This project provides for widening Genesee Avenue from Nobel Drive to State,"This project is needed to increase the capacity of this facility. See Project deletion of the project pending the preparation, consideration, and certification of a project- Number A in the North University City Public Facilities Financing Plan. level Environmental Impact Report (EIR).",5500000,0,5500000,5681100,0,0
2017,Trans - Bridge - Vehicular,482,Transportation & Storm Water,Georgia Street Bridge Improvements,S00863,,,Council District: 3; Community Plan: C17 Greater North Park,14470308,14470308,This project provides for seismic and structural improvements of the bridge,This bridge has severe spalling due to age and has severe height limitations began in Fiscal Year 2014 and was completed in Fiscal Year 2015. Construction began in which need to be corrected. Trucks continue to hit the low arches of the bridge. Fiscal Year 2017 and is anticipated to be completed in Fiscal Year 2018. The project is,0,0,0,0,0,0
2017,Trans - Roadway - GRails/BRails/Safety,483,Transportation & Storm Water,Guard Rails,AIE00002,,,Council District: Citywide; Community Plan: Citywide,4359666,5072666,This annual allocation provides for installing new and replacing old guard rails,The City maintains an ongoing program to promote safety within the public community plans and is in conformance with the City's General Plan. right-of-way. Analysis of accident patterns at a particular location will occasionally show that,713000,0,0,0,0,0
2017,Drainage - Storm Drain Pipes,484,Transportation & Storm Water,Hayes Ave Storm Drain,S11002,,,Council District: 3; Community Plan: Uptown,554999,554999,This project provides for improved flood control by upgrading the existing pipe,This project will alleviate frequent flooding during normal storm events as a in Fiscal Year 2018 and to be completed in Fiscal Year 2019. The warranty period will be result of the current undersized storm drain pipe. completed in Fiscal Year 2020.,0,0,0,0,0,0
2017,Trans - Signals - Traffic Signals,485,Transportation & Storm Water,Install T/S Interconnect Systems,AIL00002,2018,2022,Council District: Citywide; Community Plan: Citywide,10764693,118491146,"This annual allocation provides for the installation of, and modifications to,","This project provides for increased traffic signal coordination which will reduce project to Traffic Signal Modifications, AIL00005, to support on-going traffic signal traffic congestion. modification needs. Additionally, in Fiscal Year 2017, $2.4 million in Regional Transportation",107176453,150000,100000,100000,100000,100000
2017,Trans - Roadway - Street Lighting,486,Transportation & Storm Water,Installation of City Owned Street Lights,AIH00001,2018,2022,Council District: Citywide; Community Plan: Citywide,5983000,6483000,This annual allocation provides for installing City-owned safety street lights,"Additional street lights will increase the level of lighting for motorists, bicyclists, funding was transferred from this project to Traffic Calming, AIL00001. TransNet Extension and pedestrians on public streets. funding of $100,000 will be allocated to this project in Fiscal Years 2018 through 2022.",0,100000,100000,100000,100000,100000
2017,,487,Transportation & Storm Water,Interstate 5 Underpass-Bikeway/Ped Conn / S00982  Trans - Bicycle Facilities (All Class.),S00982,,,Council District: 1; Community Plan: Carmel Valley,535000,1651010,This project will provide the (missing) link between two existing bike/pedestrian,"Currently, cyclists and pedestrians must use the shoulders of Carmel Valley General Plan. Road to access the west side of Interstate 5. High traffic volumes coupled with commercial",1116010,0,0,0,0,0
2017,Trans - Roadway,488,Transportation & Storm Water,Juan Street Concrete Street,S00602,,,Council District: 3; Community Plan: Old San Diego; Uptown,8529842,8529842,This project provides for the replacement of the existing concrete pavement on,This project is needed to reconstruct the roadway due to deterioration of the Construction began in Fiscal Year 2015 and will be completed in Fiscal Year 2018. The existing roadway. This project location is one of the lowest rated non-residential concrete warranty period will begin in Fiscal Year 2018 and will be completed in Fiscal Year 2019. streets within the City based on Overall Condition Index (OCI) rating.,0,0,0,0,0,0
2017,Trans - Roadway,489,Transportation & Storm Water,La Jolla Mesa Drive Sidewalk,S00928,,,Council District: 1; Community Plan: C20 La Jolla,825999,825999,"This project provides new curb, gutter, and sidewalk on the east side of La Jolla",This project is required in order to provide safer pedestrian access. Design was re,0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,490,Transportation & Storm Water,La Jolla Village Drive-I-805 Ramps,S00857,,,Council District: 1; Community Plan: C53 University,23974535,23974535,This project converts the existing La Jolla Village Drive/Interstate 805 full,This project is needed to improve traffic circulation and safety in the University Fiscal Year 2004. Caltrans awarded the construction contract in Fiscal Year 2011. Road community per the North University City Public Facilities Financing Plan - Project C. construction was completed in Fiscal Year 2013. A five-year plant establishment and monitoring period will continue through Fiscal Year 2019.,0,0,0,0,0,0
2017,Trans - Roads/Widening/Reconfiguration,491,Transportation & Storm Water,La Media Road Improvements,S15018,,,Council District: 8; Community Plan: Otay Mesa,6256689,6256689,This project provides Phase 1 of improvements to La Media Road from SR-905,La Media Road is part of the designated Truck Route for the Otay Mesa Port of developer's project,0,0,0,0,0,0
2017,Trans - Roadway,492,Transportation & Storm Water,Linda Vista/Genesee Intersection Improve,S00907,,,Council District: 6; Community Plan: P09 Linda Vista,1037999,1037999,This project provides for lengthening the Genesee Avenue westbound left-turn,This project will improve the traffic flow through the intersection.,0,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,493,Transportation & Storm Water,Market St-Euclid to Pitta-Improvements,S16022,,,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),999999,5569075,"This project provides for sidewalks, curb ramps, bicycle facility improvements,",Improvements are needed on Market Street between Euclid Avenue and Pitta funding. Street to enhance safety for bicycles and pedestrians. The project location is close to,4569076,0,0,0,0,0
2017,Trans - Roadway - Enhance/Scape/Medians,494,Transportation & Storm Water,Market Street-47th to Euclid-Complete Street,S16061,,,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),959999,959999,This project provides pedestrian and bicycle focused infrastructure,The purpose of this project is to increase the safety of children walking and City's General Plan. cycling to school at Horton Elementary and Millennial Tech Middle School and make it more,0,0,0,0,0,0
2017,Trans - Roadway - Enhance/Scape/Medians,495,Transportation & Storm Water,Median Installation,AIG00001,2018,2022,Council District: Citywide; Community Plan: Citywide,2269019,2819019,This annual allocation provides for the installation and improvements of,This project provides for safety improvements where medians are in Fiscal Year 2018 through Fiscal Year 2022. warranted.,0,150000,100000,100000,100000,100000
2017,Trans - Roadway - Erosion/Slope/Ret Wall,496,Transportation & Storm Water,Midway Street Bluff Repair,S12005,,,Council District: 1; Community Plan: La Jolla,475882,475882,This project provides for the repair of the coastal bluff at the west end of,The coastal bluff at the west end of Midway Street in the Birdrock area eroded Community Plan and is in conformance with the City's General Plan. during the 2004-2005 storm season. The protective safety barriers at the bluff collapsed,0,0,0,0,0,0
2017,Trans - Bicycle Facilities (All Class.),497,Transportation & Storm Water,Minor Bike Facilities,AIA00001,2018,2022,Council District: Citywide; Community Plan: Citywide,5477705,8877705,This annual allocation provides for the installation of bike facilities including,This project will provide funding for various bike facilities. Impact Fee (DIF) funding was appropriated to this project for the modification of 95 traffic,0,400000,750000,750000,750000,750000
2017,Trans - Roadway,498,Transportation & Storm Water,Miramar Road-I-805 Easterly Ramps,S00880,,,Council District: 1; Community Plan: C53 University,7048072,7048072,This two-phase project provides for widening Miramar Road to eight lanes from,"This project is needed to improve traffic flow, and is included in the Council- II is dependent on the completion of eminent domain proceedings. approved North University City Community Plan and Facilities Benefit Assessment Document",0,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,499,Transportation & Storm Water,Mission Beach Boardwalk Bulkhead,S00726,,,Council District: 2; Community Plan: C27 Mission Beach,5732100,5732100,This project provides for preserving the life of the historic Mission Beach,This project will preserve the life of the bulkhead which was built in 1928.,0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,500,Transportation & Storm Water,N Torrey Pines Rd Bridge/ Los Penasquitos,S00935,,,Council District: 1; Community Plan: Torrey Pines,14530651,14630651,This project provides for demolishing and reconstructing the North Torrey Pines,This project provides the replacement of the structurally deficient bridge to,100000,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,501,Transportation & Storm Water,New Walkways,AIK00001,2018,2022,Council District: Citywide; Community Plan: Citywide,12419136,17269136,This annual allocation provides for the construction of new sidewalks citywide.,This project provides permanent sidewalks to promote pedestrian safety and,0,850000,1000000,1000000,1000000,1000000
2017,Trans - Roadway,502,Transportation & Storm Water,Old Otay Mesa Road-Westerly,S00870,,,Council District: 8; Community Plan: C33 Otay Mesa; Otay Mesa - Nestor,14701670,14701670,The project is located south of State Route 905 and east of Interstate 805 along,"The transportation element of the Otay Mesa Community Plan suggests that a portion of Otay Mesa Road extending east from the intersection of Hawken Drive and Otay an integrated transportation network will provide mobility, accessibility, and safety for persons Mesa Road and terminating just westerly of Crescent Bay Drive within the Otay Mesa traveling to, from, and through the community. Community Plan area (Council District 8). The roadway improvements will include widening",0,0,0,0,0,0
2017,Trans - Roadway,503,Transportation & Storm Water,Otay Mesa Truck Route Phase 4,S11060,2018,2019,Council District: 8; Community Plan: Otay Mesa,8449999,18729999,This Phase IV project provides for the construction of an additional lane to the,The Phase IV additional lane and extension of the Truck Route will remove,0,5280000,5000000,0,0,0
2017,Trans - Signals - Traffic Signals,504,Transportation & Storm Water,Pacific Highlands Traffic Signals,S01062,,,Council District: 1; Community Plan: Pacific Highlands Ranch,2399999,2399999,This reimbursement project provides for installing up to 17 different traffic,These signals will be installed as part of the traffic control system for the City's General Plan. Pacific Highlands Ranch community. They are needed to accommodate the increase in traffic,0,0,0,0,0,0
2017,Trans - Ped Fac - Accessibility Improve,505,Transportation & Storm Water,Pacific Hwy Curb Ramp Barrier Removal,S11045,,,Council District: 2; Community Plan: Midway - Pacific Highway,450000,450000,"This project will provide for curb ramps, curbs & gutters, sidewalks, a new storm",The project location is a highly used area. One or more Americans with,0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,506,Transportation & Storm Water,Palm Avenue Interstate 805 Interchange,S00869,,,Council District: 8; Community Plan: C33 Otay Mesa; C34 Otay Mesa - Nestor,7368662,21868662,This project provides for improving the Palm Avenue/Interstate 805 Interchange,This project is required to accommodate the additional traffic generated as a and fees collected in the community. Phase III will be completed under a separate project result of development in the Otay Mesa community. Improvements to this interchange will when funding has been identified. also help to reduce traffic volumes on State Route 905.,14500000,0,0,0,0,0
2017,Trans - Roadway,507,Transportation & Storm Water,Palm Avenue Roadway Improvements,S00913,,,Council District: 8; Community Plan: Otay Mesa - Nestor,4617208,4617208,This project provides for vehicular and pedestrian safety improvements on Palm,These improvements will benefit the community by increasing the safety and is,0,0,0,0,0,0
2017,Trans - Roadway,508,Transportation & Storm Water,Park Boulevard At-Grade Crossing,S15045,,,Council District: 3 8; Community Plan: Barrio Logan; Centre City,14105564,14105564,This project provides for the extension of Park Boulevard to Harbor Drive. The,"This project will open Park Boulevard to Harbor Drive, as part of the Ballpark 2020. Infrastructure Design/Build Agreement which closed the 8th Avenue crossing to Harbor",0,0,0,0,0,0
2017,Trans - Bicycle Facilities (All Class.),509,Transportation & Storm Water,Poway Road Bicycle Path - Class I,S00943,,,Council District: 5; Community Plan: C41 Sabre Springs,2579999,2579999,This project provides for the construction of a Class I bicycle path (combined,"The Sabre Springs Community Plan encourages the development of a system Fiscal Year 2012. Design began in Fiscal Year 2012 and was completed in Fiscal Year 2013. of bikeways within the community, tying into the regional bicycle network. Construction began in Fiscal Year 2014 and was completed in Fiscal Year 2017. A 25-month",0,0,0,0,0,0
2017,Trans - Roadway,510,Transportation & Storm Water,Regents Rd Widening-Genesee to Executive,S00881,,,Council District: 1; Community Plan: C53 University,7379999,7379999,This project provides for widening Regents Road to a modified four-lane major,This project is needed to improve traffic flow and is included in the Council- anticipated to be completed in Fiscal Year 2018. The warranty period is anticipated to end in approved North University City Community Financing Plan - Project 13 and Facilities Benefit Fiscal Year 2019. Assessment Document.,0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,511,Transportation & Storm Water,Regents Road Bridge,S00729,,,Council District: 1; Community Plan: University,6737798,31554475,This project provides for an 870-foot bridge spanning the AT&SF Railroad and,"This project will complete Regents Road and provide continuous access to a portion of the flood plain. Additionally, this project provides for a four-lane major street with northern communities. This project is included in the Council-approved North University City Class II bike lanes on Regents Road from the AT&SF railroad bridge to 100 feet north of Financing Plan and Facilities Benefit Assessment Plan (Project NUC-18). Lahitte Court as well as widening the existing half width street to a four-lane major street from",24816677,0,0,0,0,0
2017,Trans - Roadway,512,Transportation & Storm Water,Rosecrans Street Corridor Improvements,S00830,,,Council District: 2; Community Plan: C23 Midway - Pacific Highway; C37 Peninsula,1448324,1448324,"This project provides for improvements to the former State Route 209, which",Redevelopment in the area resulted in increased traffic and pedestrian activity.,0,0,0,0,0,0
2017,Trans - Bicycle Facilities (All Class.),513,Transportation & Storm Water,San Diego River Multi-Use Path,S00958,,,Council District: 7; Community Plan: C28 Mission Valley,1868867,1868867,This project provides for a multi-use pedestrian and bicycle path under State,This project is part of the Bicycle Master Plan to guide the development and and was completed in Fiscal Year 2012. Design began in Fiscal Year 2009 and was the creation of a firm foundation for a bicycle-friendly environment to serve bicyclists and completed in Fiscal Year 2013. Construction began and was completed in Fiscal Year 2014. pedestrians throughout the City. These improvements will benefit the community by The warranty period will continue through Fiscal Year 2018. increasing the mobility and safety through the enhancement of the bicycle path environment.,0,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,514,Transportation & Storm Water,School Traffic Safety Improvements,AIK00002,,,Council District: Citywide; Community Plan: Citywide,762783,762783,"This annual allocation provides for the installation of traffic control devices,",The Public Safety and Neighborhood Services Committee of the City Council,0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,515,Transportation & Storm Water,Sea World Dr/I5 Interchange Improvement,S00888,,,Council District: 6; Community Plan: C26 Mission Bay Park,3999999,120163108,"This project proposes to realign and widen the southbound off-ramp,",Widening Sea World Drive to six lanes and improving the Sea World Fiscal Year 2018. Drive/Interstate 5 interchange are necessary to meet existing and forecasted traffic volumes.,116163109,0,0,0,0,0
2017,Trans - Ped Fac - Sidewalks,516,Transportation & Storm Water,Sidewalk Repair and Reconstruction,AIK00003,2018,2018,Council District: Citywide; Community Plan: Citywide,19702219,50010069,"This annual allocation provides for the replacement of damaged sidewalks, curbs,","This project replaces sidewalks, curbs, and gutters which have been damaged by million in Fiscal Year 2018 will be used for the installation of curb ramps in the Downtown area. City trees in areas near schools and parks and contributes to the City's ongoing efforts to promote $1.1 million in Development Impact Fee funds have been added to the annual for Fiscal Year 2018 walking as a mode of transportation. to fund Americans with Disabilities Act (ADA) compliance projects. Unidentified funding for the next",27635000,2672850,0,0,0,0
2017,Trans - Roads/Widening/Reconfiguration,517,Transportation & Storm Water,Siempre Viva Road Improvements,S16044,,,Council District: 8; Community Plan: Otay Mesa,10000,10000,This project will provide for the design and construction of modifying the,These improvements are needed to accommodate future development and,0,0,0,0,0,0
2017,,518,Transportation & Storm Water,Sorrento Valley Rd & I5 Interchange / S00914  Trans - Roadway,S00914,,,Council District: 1; Community Plan: Torrey Pines,3852236,199999999,The purpose of the project is to provide studies for traffic relief of local,Traffic flow within the area is operating a low level of service and is severely million increase represents the total cost of this project and is currently unfunded. The impacted by stoppage for trains at the Coaster Station. progression of this project will be dependent upon receiving additional funding.,196147763,0,0,0,0,0
2017,Trans - Bridge - Vehicular,519,Transportation & Storm Water,SR 163/Clairemont Mesa Blvd Interchange,S00905,,,Council District: 6; Community Plan: Kearny Mesa,18421199,18421199,This project provides for improving Clairemont Mesa Boulevard/State Route,"These improvements will eliminate existing pedestrian/bike high-speed appropriation of $500,000 in Regional Transportation Congestion Improvement Program crossings and all vehicle, bike, and pedestrian moves will be controlled, thus improving (RTCIP) funding for increased construction costs in this project due to unforeseen conditions. safety. Transit movement through the interchange area will be greatly enhanced. Total project budget has been increased by $500,000.",0,0,0,0,0,0
2017,Trans - Bridge - Vehicular,520,Transportation & Storm Water,SR 163/Friars Road,S00851,2018,2019,Council District: 7; Community Plan: C28 Mission Valley,55830627,60739627,This project provides for construction of a new southbound State Route 163 to,This project will alleviate some of the severe traffic delays along Friars Road Development Impact Fees. TransNet funding in the amount of $2.0 million was allocated in due to new development in Mission Valley and the backup that occurs on the existing Fiscal Year 2018 and $2.9 million is expected to be available for this project in Fiscal Year southbound off-ramp because of the weaving situation with the southbound on-ramp. 2019. Additional funding was required for an increase in real estate acquisition costs and,0,2000000,2909000,0,0,0
2017,,521,Transportation & Storm Water,SR94/Euclid Av Interchange Phase 2 / S14009  Trans - Roadway,S14009,2018,2018,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),1794799,4394799,The State Route 94/Euclid Avenue interchange is an uncontrolled intersection,The project will evaluate the State Route 94 / Euclid Avenue Interchange for,0,2600000,0,0,0,0
2017,Trans - Bicycle Facilities (All Class.),522,Transportation & Storm Water,State Route 56 Bike Interchanges,S00955,,,Council District: 1; Community Plan: Priority Category:        High,536094,536094,This project will provide for a bicycle path interchange and community,Bicyclists and pedestrians traveling the SR-56 bicycle path and needing to and Camino Del Sur began in Fiscal Year 2016. Construction is planned to begin and cross through the interchange areas have to contend with high volumes of conflicting be completed in Fiscal Year 2018. Future phases to complete the bicycle paths at Rancho vehicular traffic. This project will expedite the movements along the bicycle path through and Del Sol Way and Torrey Meadows Drive along State Route 56 will be completed under a connecting to the interchange areas. future project.,0,0,0,0,0,0
2017,Trans - Roadway,523,Transportation & Storm Water,State Route 56 Freeway Expansion,RD14000,2018,2020,Council District: 1; Community Plan: Priority Category:       N/A,14090999,151999999,This project provides for the conversion of the four-lane freeway into a six-lane,"Due to the regional servicing nature of this freeway, it is anticipated that Plans, and is in conformance with the City's General Plan. federal, State, or other outside funding for this segment of SR-56 will be obtained. In the",120500000,567000,0,16842000,0,0
2017,Trans - Roadway,524,Transportation & Storm Water,Streamview Drive Improvements,S00864,,,Council District: 4; Community Plan: Mid-City: City Heights,4449949,4449949,"This project provides for the installation of new raised median, new sidewalk",This project provides for safety/capacity improvements on Streamview Drive,0,0,0,0,0,0
2017,,525,Transportation & Storm Water,Streamview Drive Improvements Phase 2 / S18000  Trans - Roadway,S18000,2018,2018,Council District: 4; Community Plan: Mid-City: City Heights,0,7650000,"This project provides for the installation of new raised median, new sidewalk","This project provides for safety/capacity improvements on Streamview Drive from 54th Street to College Avenue to reduce excessive speeds, increase safety, and enhance visual impacts.",7500000,150000,0,0,0,0
2017,Trans - Roadway - Street Lighting,526,Transportation & Storm Water,Street Light Circuit Upgrades,AIH00002,,,Council District: Citywide; Community Plan: Citywide,7168370,20668370,This annual allocation provides for the replacement of obsolete street light,Series circuits are over 70 years old and no longer meet current standards and estimated needs for the next five fiscal years. they constantly have maintenance problems which impact a large number of lights.,13500000,0,0,0,0,0
2017,Trans - Roadway,527,Transportation & Storm Water,Street Resurfacing and Reconstruction,AID00005,2018,2022,Council District: Citywide; Community Plan: Citywide,115558606,316460249,"This annual allocation provides for roadway resurfacing, repair, and","This project provides for resurfacing, repair, and reconstruction of City streets, authorized the reallocation of budget from this project in the amount of $400,000 from bond which are necessary to maintain the streets in serviceable condition and to mitigate roadway financing to Drainage Projects (ACA00001). Bond financing, Trench Cut Fee, and Road deterioration. Maintenance and Rehabilitation appropriations for this project have been revised in",0,21219536,44982107,46900000,43900000,43900000
2017,Trans - Roadway - Erosion/Slope/Ret Wall,528,Transportation & Storm Water,Talbot Street Slope Restoration,S00609,,,Council District: 2; Community Plan: C37 Peninsula,3672434,3672434,This project provides for the stabilization of the slope adjacent to Talbot Street,The winter storms of 2004 and 2005 eroded the steep slope adjacent to Talbot,0,0,0,0,0,0
